"","Transitions","subsetDeff","subsetDgeo","Key"
"RS->IN",0,6.6718,5958.9082,"RS->IN"
"SE->IN",0,6.1614,6534.496,"SE->IN"
"SG->IN",0,2.9879,3414.0246,"SG->IN"
"TH->IN",0,3.3673,2380.4882,"TH->IN"
"TW->IN",0,6.0664,4220.0465,"TW->IN"
"UA->IN",0,5.8368,5199.4972,"UA->IN"
"US->IN",3,5.5792,13468.2998,"US->IN"
"UY->IN",0,9.7452,15362.5018,"UY->IN"
"VE->IN",0,7.8458,14956.7686,"VE->IN"
"VN->IN",1,6.0715,3016.876,"VN->IN"
"AL->IS",0,6.6402,3681.5278,"AL->IS"
"AR->IS",1,5.6163,11987.8958,"AR->IS"
"AT->IS",0,5.6401,2872.8382,"AT->IS"
"AU->IS",0,5.9683,15886.6066,"AU->IS"
"BD->IS",0,6.9265,8743.1947,"BD->IS"
"BG->IS",0,5.7355,3853.8951,"BG->IS"
"BO->IS",0,5.4332,9756.0642,"BO->IS"
"BR->IS",0,4.9548,9162.8721,"BR->IS"
"BY->IS",0,6.2582,3017.116,"BY->IS"
"CA->IS",0,3.8081,4508.8201,"CA->IS"
"CH->IS",0,5.1001,2658.2026,"CH->IS"
"CL->IS",0,5.6422,11556.8545,"CL->IS"
"CN->IS",0,6.6294,8679.1695,"CN->IS"
"CO->IS",0,4.5541,7488.2326,"CO->IS"
"DE->IS",0,3.47,2365.6893,"DE->IS"
"DK->IS",0,2.5129,1989.1328,"DK->IS"
"EC->IS",0,4.6294,8630.9412,"EC->IS"
"ES->IS",0,4.401,3113.659,"ES->IS"
"FI->IS",0,5.5005,2295.6022,"FI->IS"
"FJ->IS",0,5.2421,14658.5371,"FJ->IS"
"FR->IS",0,4.1992,2610.0465,"FR->IS"
"GB->IS",0,2.4308,1686.3656,"GB->IS"
"GF->IS",0,5.8881,7000.9526,"GF->IS"
"GR->IS",0,5.5588,4242.4171,"GR->IS"
"HK->IS",0,6.4521,9713.0246,"HK->IS"
"ID->IS",0,8.1709,12415.4297,"ID->IS"
"IN->IS",0,5.8019,8525.8184,"IN->IS"
"IT->IS",0,4.9775,3234.9296,"IT->IS"
"JP->IS",0,4.916,8755.9951,"JP->IS"
"KH->IS",0,8.7305,10412.6685,"KH->IS"
"KR->IS",0,5.7842,8631.9803,"KR->IS"
"LA->IS",0,8.3905,9773.4963,"LA->IS"
"LK->IS",0,6.4977,9893.7071,"LK->IS"
"LV->IS",0,5.2366,2605.434,"LV->IS"
"MD->IS",0,7.0554,3621.2897,"MD->IS"
"MM->IS",0,8.3155,9287.5265,"MM->IS"
"MY->IS",0,6.6821,11403.2238,"MY->IS"
"NL->IS",0,4.1716,2108.419,"NL->IS"
"NO->IS",0,3.4924,1638.2422,"NO->IS"
"NP->IS",0,7.8034,8082.3669,"NP->IS"
"NZ->IS",0,5.8094,17291.6561,"NZ->IS"
"PE->IS",0,4.7171,9307.8842,"PE->IS"
"PH->IS",0,6.415,11253.313,"PH->IS"
"PT->IS",0,4.8771,2957.3204,"PT->IS"
"PY->IS",0,6.7991,10378.6228,"PY->IS"
"RO->IS",0,6.4734,3530.4013,"RO->IS"
"RS->IS",0,6.3703,3515.5275,"RS->IS"
"SE->IS",0,3.6644,2065.2314,"SE->IS"
"SG->IS",0,6.3479,11554.3325,"SG->IS"
"TH->IS",0,6.7475,10178.1197,"TH->IS"
"TW->IS",0,5.8454,9739.7465,"TW->IS"
"UA->IS",0,6.7251,3679.776,"UA->IS"
"US->IS",0,2.4577,5460.8496,"US->IS"
"UY->IS",0,7.0019,11369.2496,"UY->IS"
"VE->IS",0,4.7243,6897.2515,"VE->IS"
"VN->IS",0,8.1779,10236.2264,"VN->IS"
"AL->IT",0,1.6627,646.4,"AL->IT"
"AR->IT",0,4.4521,11920.6439,"AR->IT"
"AT->IT",0,3.7109,569.7351,"AT->IT"
"AU->IT",0,7.4001,15356.1283,"AU->IT"
"BD->IT",0,6.5638,7409.6629,"BD->IT"
"BG->IT",0,3.483,1158.4919,"BG->IT"
"BO->IT",0,6.6211,10344.2687,"BO->IT"
"BR->IT",0,4.284,8881.0493,"BR->IT"
"BY->IT",0,3.7217,1716.0154,"BY->IT"
"CA->IT",0,5.24,7663.3944,"CA->IT"
"CH->IT",0,3.507,577.9695,"CH->IT"
"CL->IT",0,6.1204,11898.6982,"CL->IT"
"CN->IT",0,5.6422,8426.6649,"CN->IT"
"CO->IT",1,5.986,9214.4031,"CO->IT"
"DE->IT",0,2.4069,954.8748,"DE->IT"
"DK->IT",0,3.9324,1518.6035,"DK->IT"
"EC->IT",0,5.9076,10236.0452,"EC->IT"
"ES->IT",0,2.701,1523.3968,"ES->IT"
"FI->IT",0,4.5116,2391.2569,"FI->IT"
"FJ->IT",0,6.674,16930.5436,"FJ->IT"
"FR->IT",0,2.6431,767.9252,"FR->IT"
"GB->IT",0,2.5467,1571.2909,"GB->IT"
"GF->IT",0,4.332,7571.1594,"GF->IT"
"GR->IT",0,3.1539,1216.1576,"GR->IT"
"HK->IT",0,6.1925,9262.3873,"HK->IT"
"ID->IT",0,8.1685,11216.6599,"ID->IT"
"IN->IT",0,5.3588,6653.3465,"IN->IT"
"IS->IT",0,4.9775,3234.9296,"IS->IT"
"JP->IT",0,5.0928,9595.2009,"JP->IT"
"KH->IT",0,7.1584,9258.0325,"KH->IT"
"KR->IT",0,6.4586,9147.6332,"KR->IT"
"LA->IT",0,6.8184,8709.1484,"LA->IT"
"LK->IT",0,5.6329,7661.6673,"LK->IT"
"LV->IT",0,4.5379,1801.388,"LV->IT"
"MD->IT",0,3.0955,1413.5057,"MD->IT"
"MM->IT",0,6.7434,8024.1198,"MM->IT"
"MY->IT",0,6.2068,10178.5823,"MY->IT"
"NL->IT",0,3.3586,1135.0052,"NL->IT"
"NO->IT",0,4.3236,2281.5236,"NO->IT"
"NP->IT",0,7.3602,6660.0777,"NP->IT"
"NZ->IT",0,7.2413,18473.9006,"NZ->IT"
"PE->IT",0,6.149,10505.7798,"PE->IT"
"PH->IT",0,7.7347,10873.6569,"PH->IT"
"PT->IT",0,3.7147,2425.6153,"PT->IT"
"PY->IT",0,6.1282,10368.7889,"PY->IT"
"RO->IT",0,2.3191,1026.957,"RO->IT"
"RS->IT",0,3.8883,710.0321,"RS->IT"
"SE->IT",0,4.2366,1946.9266,"SE->IT"
"SG->IT",0,6.3455,10065.0605,"SG->IT"
"TH->IT",0,5.1754,8892.1464,"TH->IT"
"TW->IT",0,7.2773,9624.178,"TW->IT"
"UA->IT",0,4.3641,1669.6418,"UA->IT"
"US->IT",1,3.8895,8458.8129,"US->IT"
"UY->IT",0,5.8376,11010.4822,"UY->IT"
"VE->IT",0,4.5836,8304.1067,"VE->IT"
"VN->IT",0,7.139,9301.0302,"VN->IT"
"AL->JP",0,6.7555,9242.153,"AL->JP"
"AR->JP",1,5.6171,18119.4271,"AR->JP"
"AT->JP",1,5.1374,9085.9872,"AT->JP"
"AU->JP",6,3.2973,7138.5183,"AU->JP"
"BD->JP",2,6.1882,4456.0317,"BD->JP"
"BG->JP",0,7.0724,8731.4922,"BG->JP"
"BO->JP",0,5.4339,17046.7249,"BO->JP"
"BR->JP",2,4.9556,17828.7635,"BR->JP"
"BY->JP",0,7.3563,7885.9515,"BY->JP"
"CA->JP",1,3.8089,9265.6042,"CA->JP"
"CH->JP",0,5.8822,9465.2164,"CH->JP"
"CL->JP",0,5.6429,17526.2634,"CL->JP"
"CN->JP",16,2.1391,2250.2689,"CN->JP"
"CO->JP",1,4.5549,14164.9705,"CO->JP"
"DE->JP",0,4.6798,9017.627,"DE->JP"
"DK->JP",0,5.6637,8564.406,"DK->JP"
"EC->JP",0,4.6302,14797.3215,"EC->JP"
"ES->JP",0,6.491,10861.5961,"ES->JP"
"FI->JP",0,4.8251,7480.536,"FI->JP"
"FJ->JP",0,4.0691,7400.3428,"FJ->JP"
"FR->JP",0,4.3277,9797.1807,"FR->JP"
"GB->JP",3,4.5208,9352.1346,"GB->JP"
"GF->JP",0,6.0166,15420.137,"GF->JP"
"GR->JP",0,6.8463,9139.0916,"GR->JP"
"HK->JP",4,3.0278,2594.7516,"HK->JP"
"ID->JP",0,3.5046,4915.1855,"ID->JP"
"IN->JP",3,5.8416,5683.1959,"IN->JP"
"IS->JP",0,4.916,8755.9951,"IS->JP"
"IT->JP",0,5.0928,9595.2009,"IT->JP"
"KH->JP",0,4.9176,4080.8111,"KH->JP"
"KR->JP",6,1.9423,714.54,"KR->JP"
"LA->JP",0,4.5776,3816.8353,"LA->JP"
"LK->JP",0,6.0467,6493.4157,"LK->JP"
"LV->JP",0,7.3266,7893.0796,"LV->JP"
"MD->JP",0,7.8712,8285.6542,"MD->JP"
"MM->JP",0,4.5027,4238.941,"MM->JP"
"MY->JP",1,4.0057,4497.028,"MY->JP"
"NL->JP",1,4.8604,9171.1462,"NL->JP"
"NO->JP",0,7.1917,7989.4058,"NO->JP"
"NP->JP",0,5.7188,4798.8351,"NP->JP"
"NZ->JP",1,4.2365,9395.7973,"NZ->JP"
"PE->JP",0,4.7179,15788.5409,"PE->JP"
"PH->JP",1,2.6419,3121.7352,"PH->JP"
"PT->JP",0,6.9671,11336.0754,"PT->JP"
"PY->JP",0,6.7998,18288.6727,"PY->JP"
"RO->JP",0,7.4119,8670.6156,"RO->JP"
"RS->JP",0,7.642,9013.0398,"RS->JP"
"SE->JP",0,7.0731,8014.3214,"SE->JP"
"SG->JP",4,3.4011,5043.363,"SG->JP"
"TH->JP",3,2.9346,4311.808,"TH->JP"
"TW->JP",0,2.3898,1981.4904,"TW->JP"
"UA->JP",0,7.1971,8024.4515,"UA->JP"
"US->JP",8,2.4584,10244.2023,"US->JP"
"UY->JP",0,7.0026,18995.4388,"UY->JP"
"VE->JP",0,4.725,14414.5976,"VE->JP"
"VN->JP",2,3.2619,3615.5314,"VN->JP"
"AL->KH",0,8.8211,8651.0562,"AL->KH"
"AR->KH",0,10.2858,16972.8784,"AR->KH"
"AT->KH",0,7.0483,9004.4739,"AT->KH"
"AU->KH",1,5.3192,6133.8476,"AU->KH"
"BD->KH",0,5.2365,1849.3685,"BD->KH"
"BG->KH",0,8.6307,8103.5344,"BG->KH"
"BO->KH",0,10.1026,18841.3145,"BO->KH"
"BR->KH",0,9.6243,16881.3535,"BR->KH"
"BY->KH",0,9.0263,7996.6747,"BY->KH"
"CA->KH",0,8.4776,12875.121,"CA->KH"
"CH->KH",0,7.0468,9491.2788,"CH->KH"
"CL->KH",0,10.3117,17732.2869,"CL->KH"
"CN->KH",1,3.935,2256.0108,"CN->KH"
"CO->KH",0,9.2236,17756.9508,"CO->KH"
"DE->KH",0,6.2382,9252.9,"DE->KH"
"DK->KH",0,6.6805,9105.6608,"DK->KH"
"EC->KH",0,9.2989,18766.4218,"EC->KH"
"ES->KH",0,8.27,10779.4093,"ES->KH"
"FI->KH",0,6.7095,8260.8793,"FI->KH"
"FJ->KH",0,7.1743,8700.0594,"FJ->KH"
"FR->KH",0,6.4826,9862.9955,"FR->KH"
"GB->KH",1,6.2997,9990.4604,"GB->KH"
"GF->KH",0,8.1715,16805.6742,"GF->KH"
"GR->KH",0,7.7843,8218.7347,"GR->KH"
"HK->KH",1,4.4083,1490.1333,"HK->KH"
"ID->KH",0,5.3316,2041.1578,"ID->KH"
"IN->KH",0,5.3503,2792.4243,"IN->KH"
"IS->KH",0,8.7305,10412.6685,"IS->KH"
"IT->KH",0,7.1584,9258.0325,"IT->KH"
"JP->KH",0,4.9176,4080.8111,"JP->KH"
"KR->KH",0,4.7164,3497.8478,"KR->KH"
"LA->KH",0,2.9685,640.4142,"LA->KH"
"LK->KH",0,5.556,2742.0201,"LK->KH"
"LV->KH",0,9.081,8266.1244,"LV->KH"
"MD->KH",0,9.8136,7894.3675,"MD->KH"
"MM->KH",0,3.551,1235.4536,"MM->KH"
"MY->KH",0,3.4181,994.2523,"MY->KH"
"NL->KH",0,6.6808,9549.5688,"NL->KH"
"NO->KH",0,8.7978,8951.2053,"NO->KH"
"NP->KH",0,4.7672,2598.6571,"NP->KH"
"NZ->KH",0,6.6693,9247.1373,"NZ->KH"
"PE->KH",0,9.3866,19719.7172,"PE->KH"
"PH->KH",0,5.5142,2028.8372,"PH->KH"
"PT->KH",0,8.7461,11664.4361,"PT->KH"
"PY->KH",0,11.4685,17646.4993,"PY->KH"
"RO->KH",0,9.2415,8251.029,"RO->KH"
"RS->KH",0,9.2003,8548.4311,"RS->KH"
"SE->KH",0,7.1669,8686.4216,"SE->KH"
"SG->KH",0,3.5086,1237.0706,"SG->KH"
"TH->KH",0,1.983,417.6,"TH->KH"
"TW->KH",0,3.7393,2122.9175,"TW->KH"
"UA->KH",0,7.6421,7667.9411,"UA->KH"
"US->KH",0,7.1271,14023.1155,"US->KH"
"UY->KH",0,11.6713,16805.1136,"UY->KH"
"VE->KH",0,9.3937,17307.608,"VE->KH"
"VN->KH",1,1.9867,465.6681,"VN->KH"
"AL->KR",0,8.1213,8749.8242,"AL->KR"
"AR->KR",0,6.4852,18802.5923,"AR->KR"
"AT->KR",0,7.0797,8663.3981,"AT->KR"
"AU->KR",5,4.3827,7260.1002,"AU->KR"
"BD->KR",0,6.5186,3746.4901,"BD->KR"
"BG->KR",0,7.3354,8221.9011,"BG->KR"
"BO->KR",0,6.3021,17556.5859,"BO->KR"
"BR->KR",0,5.8237,17792.8991,"BR->KR"
"BY->KR",0,6.8207,7459.4462,"BY->KR"
"CA->KR",0,4.677,9627.5851,"CA->KR"
"CH->KR",0,6.7304,9069.3565,"CH->KR"
"CL->KR",0,6.5111,18240.4683,"CL->KR"
"CN->KR",11,2.0209,1542.5836,"CN->KR"
"CO->KR",0,5.423,14595.1162,"CO->KR"
"DE->KR",0,4.9429,8642.7951,"DE->KR"
"DK->KR",0,7.1077,8227.271,"DK->KR"
"EC->KR",0,5.4983,15329.8396,"EC->KR"
"ES->KR",0,7.0028,10486.2444,"ES->KR"
"FI->KR",0,6.3371,7151.8725,"FI->KR"
"FJ->KR",0,4.2669,7911.9577,"FJ->KR"
"FR->KR",0,5.231,9416.5184,"FR->KR"
"GB->KR",0,5.5693,9054.1319,"GB->KR"
"GF->KR",0,6.9198,15513.574,"GF->KR"
"GR->KR",0,7.1094,8601.1006,"GR->KR"
"HK->KR",3,3.4656,2011.5568,"HK->KR"
"ID->KR",0,4.2682,4576.9134,"ID->KR"
"IN->KR",0,5.461,4969.4129,"IN->KR"
"IS->KR",0,5.7842,8631.9803,"IS->KR"
"IT->KR",0,6.4586,9147.6332,"IT->KR"
"JP->KR",1,1.9423,714.54,"JP->KR"
"KH->KR",0,4.7164,3497.8478,"KH->KR"
"LA->KR",0,4.908,3173.6928,"LA->KR"
"LK->KR",0,6.838,5810.3207,"LK->KR"
"LV->KR",0,7.7857,7508.2735,"LV->KR"
"MD->KR",0,7.3356,7796.9555,"MD->KR"
"MM->KR",1,4.8331,3551.0053,"MM->KR"
"MY->KR",0,4.3703,4025.4982,"MY->KR"
"NL->KR",0,5.5791,8823.99,"NL->KR"
"NO->KR",0,8.228,7709.0616,"NO->KR"
"NP->KR",0,6.0492,4085.226,"NP->KR"
"NZ->KR",1,4.4196,9740.4291,"NZ->KR"
"PE->KR",0,5.586,16341.5968,"PE->KR"
"PH->KR",0,3.0074,2865.6913,"PH->KR"
"PT->KR",0,7.8436,11041.9851,"PT->KR"
"PY->KR",0,7.668,18747.8655,"PY->KR"
"RO->KR",0,7.9463,8187.8969,"RO->KR"
"RS->KR",0,7.9051,8532.6326,"RS->KR"
"SE->KR",0,7.8914,7683.3187,"SE->KR"
"SG->KR",3,3.9377,4545.0388,"SG->KR"
"TH->KR",1,3.2651,3690.9943,"TH->KR"
"TW->KR",0,3.35,1496.0245,"TW->KR"
"UA->KR",0,6.6616,7533.6511,"UA->KR"
"US->KR",3,3.3266,10671.3432,"US->KR"
"UY->KR",0,7.8708,19704.722,"UY->KR"
"VE->KR",0,5.5932,14717.2384,"VE->KR"
"VN->KR",1,3.1143,3038.5138,"VN->KR"
"AL->LA",0,8.4811,8115.2155,"AL->LA"
"AR->LA",0,10.1779,17476.336,"AR->LA"
"AT->LA",0,6.7082,8430.8606,"AT->LA"
"AU->LA",1,4.9791,6716.5197,"AU->LA"
"BD->LA",0,4.8965,1324.8438,"BD->LA"
"BG->LA",0,8.2906,7561.5967,"BG->LA"
"BO->LA",0,9.9947,18787.2131,"BO->LA"
"BR->LA",0,9.5164,16758.8558,"BR->LA"
"BY->LA",0,8.6862,7396.5091,"BY->LA"
"CA->LA",0,8.0999,12327.1511,"CA->LA"
"CH->LA",0,6.7067,8916.4375,"CH->LA"
"CL->LA",0,10.2037,18273.9846,"CL->LA"
"CN->LA",0,3.4682,1776.8067,"CN->LA"
"CO->LA",0,9.1157,17136.9941,"CO->LA"
"DE->LA",0,5.8981,8660.4261,"DE->LA"
"DK->LA",0,6.3405,8494.0187,"DK->LA"
"EC->LA",0,9.191,18204.107,"EC->LA"
"ES->LA",0,7.9299,10232.5448,"ES->LA"
"FI->LA",0,6.3694,7632.2639,"FI->LA"
"FJ->LA",0,6.8343,9101.5973,"FJ->LA"
"FR->LA",0,6.7289,9290.3389,"FR->LA"
"GB->LA",0,5.9597,9382.4138,"GB->LA"
"GF->LA",0,8.4178,16279.8192,"GF->LA"
"GR->LA",0,7.4442,7708.2451,"GR->LA"
"HK->LA",0,4.3449,1276.7964,"HK->LA"
"ID->LA",0,5.6783,2666.0431,"ID->LA"
"IN->LA",0,5.0103,2434.7017,"IN->LA"
"IS->LA",0,8.3905,9773.4963,"IS->LA"
"IT->LA",0,6.8184,8709.1484,"IT->LA"
"JP->LA",0,4.5776,3816.8353,"JP->LA"
"KH->LA",1,2.9685,640.4142,"KH->LA"
"KR->LA",0,4.908,3173.6928,"KR->LA"
"LK->LA",0,5.2159,2735.3175,"LK->LA"
"LV->LA",0,8.7409,7654.5502,"LV->LA"
"MD->LA",0,9.4736,7328.1814,"MD->LA"
"MM->LA",0,3.211,733.4234,"MM->LA"
"MY->LA",0,4.5348,1630.3879,"MY->LA"
"NL->LA",0,6.3408,8951.651,"NL->LA"
"NO->LA",0,8.4578,8321.227,"NO->LA"
"NP->LA",0,4.4271,2064.3535,"NP->LA"
"NZ->LA",0,6.3293,9813.2171,"NZ->LA"
"PE->LA",0,9.2787,19079.3178,"PE->LA"
"PH->LA",0,5.1742,2340.8257,"PH->LA"
"PT->LA",0,8.406,11097.4886,"PT->LA"
"PY->LA",0,11.3606,17812.1668,"PY->LA"
"RO->LA",0,8.9015,7693.0161,"RO->LA"
"RS->LA",0,8.8603,7999.2336,"RS->LA"
"SE->LA",0,6.8269,8065.0201,"SE->LA"
"SG->LA",0,4.1758,1854.6661,"SG->LA"
"TH->LA",0,1.643,558.997,"TH->LA"
"TW->LA",0,3.6314,1973.312,"TW->LA"
"UA->LA",0,7.3021,7095.3103,"UA->LA"
"US->LA",0,7.0192,13500.4777,"US->LA"
"UY->LA",0,11.5634,17150.0832,"UY->LA"
"VE->LA",0,9.2858,16669.917,"VE->LA"
"VN->LA",0,2.5836,606.1357,"VN->LA"
"AL->LK",0,7.2956,7015.3267,"AL->LK"
"AR->LK",0,9.1875,15112.5695,"AR->LK"
"AT->LK",0,6.6323,7611.8884,"AT->LK"
"AU->LK",0,5.3632,7819.8612,"AU->LK"
"BD->LK",1,5.2108,2204.2895,"BD->LK"
"BG->LK",0,6.8548,6552.1653,"BG->LK"
"BO->LK",0,9.59,16138.1747,"BO->LK"
"BR->LK",0,8.2144,14139.6129,"BR->LK"
"BY->LK",0,7.2504,6948.9212,"BY->LK"
"CA->LK",0,7.3786,13747.3792,"CA->LK"
"CH->LK",0,5.3058,8069.918,"CH->LK"
"CL->LK",0,9.6839,15904.0359,"CL->LK"
"CN->LK",2,6.1153,4287.5099,"CN->LK"
"CO->LK",0,8.7109,16812.0696,"CO->LK"
"DE->LK",0,4.4623,8009.6198,"DE->LK"
"DK->LK",0,7.0896,8092.3948,"DK->LK"
"EC->LK",0,8.7862,17614.1934,"EC->LK"
"ES->LK",0,6.0372,9065.3141,"ES->LK"
"FI->LK",0,7.3176,7604.0308,"FI->LK"
"FJ->LK",0,7.2183,11050.875,"FJ->LK"
"FR->LK",0,5.1442,8395.5205,"FR->LK"
"GB->LK",0,4.067,8855.9749,"GB->LK"
"GF->LK",0,6.833,14555.2489,"GF->LK"
"GR->LK",0,6.6287,6465.9776,"GR->LK"
"HK->LK",0,6.2748,4012.0237,"HK->LK"
"ID->LK",0,4.9868,3939.5393,"ID->LK"
"IN->LK",1,2.1794,1499.3609,"IN->LK"
"IS->LK",0,6.4977,9893.7071,"IS->LK"
"IT->LK",0,5.6329,7661.6673,"IT->LK"
"JP->LK",1,6.0467,6493.4157,"JP->LK"
"KH->LK",0,5.556,2742.0201,"KH->LK"
"KR->LK",0,6.838,5810.3207,"KR->LK"
"LA->LK",0,5.2159,2735.3175,"LA->LK"
"LV->LK",0,6.8728,7330.2395,"LV->LK"
"MD->LK",0,8.0476,6539.0416,"MD->LK"
"MM->LK",0,5.141,2259.9743,"MM->LK"
"MY->LK",0,4.2019,3145.5266,"MY->LK"
"NL->LK",0,6.4824,8337.1891,"NL->LK"
"NO->LK",0,6.7378,8257.1946,"NO->LK"
"NP->LK",0,4.1808,2354.0003,"NP->LK"
"NZ->LK",0,6.6842,10830.4799,"NZ->LK"
"PE->LK",0,8.8739,17231.0776,"PE->LK"
"PH->LK",0,6.1571,4729.5553,"PH->LK"
"PT->LK",0,6.5133,10026.0878,"PT->LK"
"PY->LK",0,10.0586,15077.4276,"PY->LK"
"RO->LK",0,7.4656,6800.2048,"RO->LK"
"RS->LK",0,7.4244,7009.234,"RS->LK"
"SE->LK",0,6.8572,7854.5828,"SE->LK"
"SG->LK",0,3.1638,2748.9946,"SG->LK"
"TH->LK",0,3.573,2364.9716,"TH->LK"
"TW->LK",0,6.6584,4708.5109,"TW->LK"
"UA->LK",0,7.7174,6387.6915,"UA->LK"
"US->LK",0,6.6144,14965.391,"US->LK"
"UY->LK",0,10.4978,14525.0704,"UY->LK"
"VE->LK",0,8.8287,15812.3851,"VE->LK"
"VN->LK",0,6.2475,3143.6022,"VN->LK"
"AL->LV",0,6.2006,1750.6496,"AL->LV"
"AR->LV",0,7.9264,13462.4924,"AR->LV"
"AT->LV",1,4.6293,1239.3686,"AT->LV"
"AU->LV",0,8.864,14331.7926,"AU->LV"
"BD->LV",0,7.3016,6461.8706,"BD->LV"
"BG->LV",0,5.2353,1574.7535,"BG->LV"
"BO->LV",0,8.3288,11591.8609,"BO->LV"
"BR->LV",0,6.595,10403.5481,"BR->LV"
"BY->LV",0,4.3373,423.2439,"BY->LV"
"CA->LV",0,6.1175,7011.6377,"CA->LV"
"CH->LV",0,5.4274,1572.5927,"CH->LV"
"CL->LV",0,8.4228,13296.1944,"CL->LV"
"CN->LV",0,7.0683,7005.1558,"CN->LV"
"CO->LV",0,7.4498,9842.2598,"CO->LV"
"DE->LV",0,2.8428,1135.4131,"DE->LV"
"DK->LV",0,3.4387,839.6051,"DK->LV"
"EC->LV",0,7.5251,10961.8474,"EC->LV"
"ES->LV",0,4.7761,2978.3283,"ES->LV"
"FI->LV",0,3.2894,658.52,"FI->LV"
"FJ->LV",0,8.1378,15138.5617,"FJ->LV"
"FR->LV",0,5.4012,1908.9066,"FR->LV"
"GB->LV",0,2.8058,1729.9777,"GB->LV"
"GF->LV",0,7.0901,8734.5016,"GF->LV"
"GR->LV",0,5.0093,2096.4868,"GR->LV"
"HK->LV",0,6.9643,7944.4628,"HK->LV"
"ID->LV",0,8.546,10305.3086,"ID->LV"
"IN->LV",0,6.177,6032.2276,"IN->LV"
"IS->LV",0,5.2366,2605.434,"IS->LV"
"IT->LV",0,4.5379,1801.388,"IT->LV"
"JP->LV",0,7.3266,7893.0796,"JP->LV"
"KH->LV",0,9.081,8266.1244,"KH->LV"
"KR->LV",0,7.7857,7508.2735,"KR->LV"
"LA->LV",0,8.7409,7654.5502,"LA->LV"
"LK->LV",0,6.8728,7330.2395,"LK->LV"
"MD->LV",0,6.4282,1160.7343,"MD->LV"
"MM->LV",0,8.666,7054.928,"MM->LV"
"MY->LV",0,7.0572,9249.7844,"MY->LV"
"NL->LV",0,4.1406,1352.1762,"NL->LV"
"NO->LV",0,4.0868,1001.7989,"NO->LV"
"NP->LV",0,8.1784,5741.8428,"NP->LV"
"NZ->LV",0,8.7051,17235.2721,"NZ->LV"
"PE->LV",0,7.6128,11467.636,"PE->LV"
"PH->LV",0,9.3107,9577.3167,"PH->LV"
"PT->LV",0,5.2522,3608.2552,"PT->LV"
"PY->LV",0,8.4392,11845.9367,"PY->LV"
"RO->LV",0,5.8462,1279.2353,"RO->LV"
"RS->LV",0,5.805,1488.9078,"RS->LV"
"SE->LV",0,3.4178,541.761,"SE->LV"
"SG->LV",0,6.723,9278.4915,"SG->LV"
"TH->LV",0,7.098,7960.0769,"TH->LV"
"TW->LV",0,8.7411,8189.6322,"TW->LV"
"UA->LV",0,3.8299,1128.2949,"UA->LV"
"US->LV",0,5.3533,8040.0793,"US->LV"
"UY->LV",0,8.8784,12612.2517,"UY->LV"
"VE->LV",0,7.2093,9089.9104,"VE->LV"
"VN->LV",0,8.5507,8200.0709,"VN->LV"
"AL->MD",0,4.7583,956.504,"AL->MD"
"AR->MD",0,7.5476,13305.6873,"AR->MD"
"AT->MD",0,3.8336,1117.5148,"AT->MD"
"AU->MD",0,10.249,14024.2965,"AU->MD"
"BD->MD",0,9.5037,6045.8425,"BD->MD"
"BG->MD",0,5.9779,502.702,"BG->MD"
"BO->MD",0,9.6747,11752.2697,"BO->MD"
"BR->MD",0,7.3375,10281.9458,"BR->MD"
"BY->MD",0,5.3452,775.7305,"BY->MD"
"CA->MD",0,7.6708,8105.5726,"CA->MD"
"CH->MD",0,6.17,1603.5139,"CH->MD"
"CL->MD",0,9.2159,13309.5781,"CL->MD"
"CN->MD",0,6.6685,7017.3619,"CN->MD"
"CO->MD",0,8.8348,10443.0445,"CO->MD"
"DE->MD",0,3.5854,1470.6442,"DE->MD"
"DK->MD",0,6.5635,1641.2273,"DK->MD"
"EC->MD",0,8.8519,11511.9748,"EC->MD"
"ES->MD",0,5.6453,2920.6183,"ES->MD"
"FI->MD",0,6.4407,1789.7,"FI->MD"
"FJ->MD",0,9.5228,15684.7592,"FJ->MD"
"FR->MD",0,5.5678,1970.6844,"FR->MD"
"GB->MD",0,5.6423,2318.9264,"GB->MD"
"GF->MD",0,7.2567,8958.7598,"GF->MD"
"GR->MD",0,4.7231,1031.8605,"GR->MD"
"HK->MD",0,8.5409,7849.353,"HK->MD"
"ID->MD",0,9.9481,9887.2789,"ID->MD"
"IN->MD",0,7.295,5388.0524,"IN->MD"
"IS->MD",0,7.0554,3621.2897,"IS->MD"
"IT->MD",0,3.0955,1413.5057,"IT->MD"
"JP->MD",0,7.8712,8285.6542,"JP->MD"
"KH->MD",0,9.8136,7894.3675,"KH->MD"
"KR->MD",0,7.3356,7796.9555,"KR->MD"
"LA->MD",0,9.4736,7328.1814,"LA->MD"
"LK->MD",0,8.0476,6539.0416,"LK->MD"
"LV->MD",0,6.4282,1160.7343,"LV->MD"
"MM->MD",0,9.3986,6658.9946,"MM->MD"
"MY->MD",0,8.6775,8837.4298,"MY->MD"
"NL->MD",0,4.2287,1798.1478,"NL->MD"
"NO->MD",0,6.8705,2122.0272,"NO->MD"
"NP->MD",0,9.2964,5298.0477,"NP->MD"
"NZ->MD",0,10.0901,17140.6224,"NZ->MD"
"PE->MD",0,8.9978,11860.1684,"PE->MD"
"PH->MD",0,9.5359,9463.3399,"PH->MD"
"PT->MD",0,4.5473,3770.7956,"PT->MD"
"PY->MD",0,9.1818,11773.7939,"PY->MD"
