"","Transitions","subsetDgeo","subsetDeff","Transition_Rates","Ori_Pop_Size","Dest_Pop_Size","Key"
"BY->SG",0,8972.3754,7.3279,0.0342196885666238,9460000,5184000,"BY->SG"
"CA->SG",0,14076.6371,7.0605,0.0342196885666238,3.5e+07,5184000,"CA->SG"
"CH->SG",0,10370.8393,5.3894,0.0342196885666238,7952000,5184000,"CH->SG"
"CL->SG",0,16505.3918,8.1029,0.0342196885666238,17402000,5184000,"CL->SG"
"CN->SG",2,3456.2374,2.9515,0.0342196885666238,1347350000,5184000,"CN->SG"
"CO->SG",0,18991.5341,7.8065,0.0342196885666238,47015000,5184000,"CO->SG"
"DE->SG",0,10190.7536,4.5398,0.0342196885666238,80500000,5184000,"DE->SG"
"DK->SG",0,10111.4149,6.1508,0.0342196885666238,5580000,5184000,"DK->SG"
"EC->SG",0,19674.9155,7.8818,0.0342196885666238,14483000,5184000,"EC->SG"
"ES->SG",0,11557.7048,5.8874,0.0342196885666238,46185000,5184000,"ES->SG"
"FI->SG",0,9342.334,7.2592,0.0342196885666238,5408000,5184000,"FI->SG"
"FJ->SG",0,8309.928,4.0545,0.0342196885666238,861000,5184000,"FJ->SG"
"FR->SG",0,10731.2255,4.9949,0.0342196885666238,65350000,5184000,"FR->SG"
"GB->SG",0,10975.3513,3.9171,0.0342196885666238,62262000,5184000,"GB->SG"
"GF->SG",0,17304.1893,6.6838,0.0342196885666238,224000,5184000,"GF->SG"
"GR->SG",0,8941.0669,6.0052,0.0342196885666238,10787000,5184000,"GR->SG"
"HK->SG",2,2563.7853,3.1654,0.0342196885666238,7103000,5184000,"HK->SG"
"ID->SG",0,1206.5995,1.823,0.0342196885666238,237641000,5184000,"ID->SG"
"IN->SG",3,3414.0246,2.9879,0.0342196885666238,1210570000,5184000,"IN->SG"
"IS->SG",0,11554.3325,6.3479,0.0342196885666238,320000,5184000,"IS->SG"
"IT->SG",0,10065.0605,6.3455,0.0342196885666238,59464000,5184000,"IT->SG"
"JP->SG",1,5043.363,3.4011,0.0342196885666238,127300000,5184000,"JP->SG"
"KH->SG",0,1237.0706,3.5086,0.0342196885666238,13396000,5184000,"KH->SG"
"KR->SG",1,4545.0388,3.9377,0.0342196885666238,48580000,5184000,"KR->SG"
"LA->SG",0,1854.6661,4.1758,0.0342196885666238,6256000,5184000,"LA->SG"
"LK->SG",0,2748.9946,3.1638,0.0342196885666238,20653000,5184000,"LK->SG"
"LV->SG",0,9278.4915,6.723,0.0342196885666238,2070000,5184000,"LV->SG"
"MD->SG",0,8769.1657,8.1252,0.0342196885666238,3560000,5184000,"MD->SG"
"MM->SG",0,2266.9817,2.8418,0.0342196885666238,47963000,5184000,"MM->SG"
"MY->SG",1,574.4626,2.4686,0.0342196885666238,30017000,5184000,"MY->SG"
"NL->SG",2,10502.5661,5.0241,0.0342196885666238,16838000,5184000,"NL->SG"
"NO->SG",0,10035.5934,6.588,0.0342196885666238,5009000,5184000,"NO->SG"
"NP->SG",0,3536.7163,4.9893,0.0342196885666238,26621000,5184000,"NP->SG"
"NZ->SG",0,8411.2238,3.5204,0.0342196885666238,4434000,5184000,"NZ->SG"
"PE->SG",0,19065.2037,7.9695,0.0342196885666238,30135000,5184000,"PE->SG"
"PH->SG",0,2309.1788,2.9933,0.0342196885666238,92340000,5184000,"PH->SG"
"PT->SG",0,12490.0732,6.3635,0.0342196885666238,10487000,5184000,"PT->SG"
"PY->SG",0,16706.0701,10.0514,0.0342196885666238,6382000,5184000,"PY->SG"
"RO->SG",0,9098.0298,7.5432,0.0342196885666238,19043000,5184000,"RO->SG"
"RS->SG",0,9366.7887,7.502,0.0342196885666238,7120000,5184000,"RS->SG"
"SE->SG",0,9733.4909,6.7074,0.0342196885666238,9490000,5184000,"SE->SG"
"TH->SG",2,1382.8485,2.5328,0.0342196885666238,65500000,5184000,"TH->SG"
"TW->SG",0,3069.6355,3.9606,0.0342196885666238,23293593,5184000,"TW->SG"
"UA->SG",0,8563.9964,7.7949,0.0342196885666238,45426000,5184000,"UA->SG"
"US->SG",1,15191.7833,5.71,0.0342196885666238,3.17e+08,5184000,"US->SG"
"UY->SG",0,15728.7755,10.2296,0.0342196885666238,3251000,5184000,"UY->SG"
"VE->SG",0,18355.1586,7.9766,0.0342196885666238,27150000,5184000,"VE->SG"
"VN->SG",0,1598.1206,3.0837,0.0342196885666238,87840000,5184000,"VN->SG"
"AL->TH",0,8278.5293,6.8381,0.0342196885666238,2832000,65500000,"AL->TH"
"AR->TH",0,16917.6461,8.5517,0.0342196885666238,40117000,65500000,"AR->TH"
"AT->TH",0,8656.2744,5.0652,0.0342196885666238,8451860,65500000,"AT->TH"
"AU->TH",5,6482.1362,3.3362,0.0342196885666238,22902000,65500000,"AU->TH"
"BD->TH",3,1504.2055,3.2535,0.0342196885666238,142319000,65500000,"BD->TH"
"BG->TH",1,7735.1535,6.6477,0.0342196885666238,7284000,65500000,"BG->TH"
"BO->TH",0,18501.5573,8.3685,0.0342196885666238,10624000,65500000,"BO->TH"
"BR->TH",1,16497.998,7.8902,0.0342196885666238,192400000,65500000,"BR->TH"
"BY->TH",0,7676.0257,7.0433,0.0342196885666238,9460000,65500000,"BY->TH"
"CA->TH",0,12878.1441,6.7435,0.0342196885666238,3.5e+07,65500000,"CA->TH"
"CH->TH",0,9143.3473,5.0638,0.0342196885666238,7952000,65500000,"CH->TH"
"CL->TH",0,17715.4897,8.5776,0.0342196885666238,17402000,65500000,"CL->TH"
"CN->TH",4,2331.9076,3.1441,0.0342196885666238,1347350000,65500000,"CN->TH"
"CO->TH",0,17621.6862,7.4895,0.0342196885666238,47015000,65500000,"CO->TH"
"DE->TH",0,8921.5698,4.2552,0.0342196885666238,80500000,65500000,"DE->TH"
"DK->TH",0,8798.2439,4.6975,0.0342196885666238,5580000,65500000,"DK->TH"
"EC->TH",0,18729.8728,7.5648,0.0342196885666238,14483000,65500000,"EC->TH"
"ES->TH",0,10410.3347,6.287,0.0342196885666238,46185000,65500000,"ES->TH"
"FI->TH",0,7987.2564,4.7265,0.0342196885666238,5408000,65500000,"FI->TH"
"FJ->TH",0,9113.7516,5.1913,0.0342196885666238,861000,65500000,"FJ->TH"
"FR->TH",0,9512.7639,5.0859,0.0342196885666238,65350000,65500000,"FR->TH"
"GB->TH",0,9676.4664,4.3167,0.0342196885666238,62262000,65500000,"GB->TH"
"GF->TH",0,16415.0091,6.7748,0.0342196885666238,224000,65500000,"GF->TH"
"GR->TH",0,7834.6747,5.8013,0.0342196885666238,10787000,65500000,"GR->TH"
"HK->TH",1,1725.6561,2.7019,0.0342196885666238,7103000,65500000,"HK->TH"
"ID->TH",0,2354.0289,4.0353,0.0342196885666238,237641000,65500000,"ID->TH"
"IN->TH",1,2380.4882,3.3673,0.0342196885666238,1210570000,65500000,"IN->TH"
"IS->TH",0,10178.1197,6.7475,0.0342196885666238,320000,65500000,"IS->TH"
"IT->TH",0,8892.1464,5.1754,0.0342196885666238,59464000,65500000,"IT->TH"
"JP->TH",1,4311.808,2.9346,0.0342196885666238,127300000,65500000,"JP->TH"
"KH->TH",0,417.6,1.983,0.0342196885666238,13396000,65500000,"KH->TH"
"KR->TH",0,3690.9943,3.2651,0.0342196885666238,48580000,65500000,"KR->TH"
"LA->TH",0,558.997,1.643,0.0342196885666238,6256000,65500000,"LA->TH"
"LK->TH",0,2364.9716,3.573,0.0342196885666238,20653000,65500000,"LK->TH"
"LV->TH",0,7960.0769,7.098,0.0342196885666238,2070000,65500000,"LV->TH"
"MD->TH",0,7542.1649,7.8306,0.0342196885666238,3560000,65500000,"MD->TH"
"MM->TH",0,905.741,1.568,0.0342196885666238,47963000,65500000,"MM->TH"
"MY->TH",3,1297.8976,2.8918,0.0342196885666238,30017000,65500000,"MY->TH"
"NL->TH",1,9223.6846,4.6978,0.0342196885666238,16838000,65500000,"NL->TH"
"NO->TH",0,8679.9392,6.8148,0.0342196885666238,5009000,65500000,"NO->TH"
"NP->TH",0,2245.9901,2.7842,0.0342196885666238,26621000,65500000,"NP->TH"
"NZ->TH",1,9603.6503,4.6863,0.0342196885666238,4434000,65500000,"NZ->TH"
"PE->TH",0,19396.2661,7.6525,0.0342196885666238,30135000,65500000,"PE->TH"
"PH->TH",0,2442.4097,3.5312,0.0342196885666238,92340000,65500000,"PH->TH"
"PT->TH",0,11307.295,6.7631,0.0342196885666238,10487000,65500000,"PT->TH"
"PY->TH",0,17374.0133,9.7344,0.0342196885666238,6382000,65500000,"PY->TH"
"RO->TH",0,7892.4509,7.2585,0.0342196885666238,19043000,65500000,"RO->TH"
"RS->TH",0,8183.7204,7.2173,0.0342196885666238,7120000,65500000,"RS->TH"
"SE->TH",0,8396.1381,5.1839,0.0342196885666238,9490000,65500000,"SE->TH"
"SG->TH",2,1382.8485,2.5328,0.0342196885666238,5184000,65500000,"SG->TH"
"TW->TH",0,2400.1925,3.0854,0.0342196885666238,23293593,65500000,"TW->TH"
"UA->TH",0,7321.1141,5.6591,0.0342196885666238,45426000,65500000,"UA->TH"
"US->TH",1,14056.3847,5.393,0.0342196885666238,3.17e+08,65500000,"US->TH"
"UY->TH",0,16626.3099,9.9372,0.0342196885666238,3251000,65500000,"UY->TH"
"VE->TH",0,17042.2103,7.6596,0.0342196885666238,27150000,65500000,"VE->TH"
"VN->TH",0,779.1554,2.7995,0.0342196885666238,87840000,65500000,"VN->TH"
"AL->TW",0,9121.8422,8.94,0.0342196885666238,2832000,23293593,"AL->TW"
"AR->TW",0,18311.8447,6.5465,0.0342196885666238,40117000,23293593,"AR->TW"
"AT->TW",0,9218.0863,6.9001,0.0342196885666238,8451860,23293593,"AT->TW"
"AU->TW",0,6249.8473,4.9371,0.0342196885666238,22902000,23293593,"AU->TW"
"BD->TW",0,2963.1066,5.9865,0.0342196885666238,142319000,23293593,"BD->TW"
"BG->TW",0,8564.2503,8.7823,0.0342196885666238,7284000,23293593,"BG->TW"
"BO->TW",0,19028.0248,6.3633,0.0342196885666238,10624000,23293593,"BO->TW"
"BR->TW",0,18447.6325,5.885,0.0342196885666238,192400000,23293593,"BR->TW"
"BY->TW",0,8047.7868,9.1779,0.0342196885666238,9460000,23293593,"BY->TW"
"CA->TW",0,11121.5801,4.7383,0.0342196885666238,3.5e+07,23293593,"CA->TW"
"CH->TW",0,9672.7395,7.3379,0.0342196885666238,7952000,23293593,"CH->TW"
"CL->TW",0,18517.1736,6.5723,0.0342196885666238,17402000,23293593,"CL->TW"
"CN->TW",7,1198.0145,3.5591,0.0342196885666238,1347350000,23293593,"CN->TW"
"CO->TW",0,16090.7058,5.4843,0.0342196885666238,47015000,23293593,"CO->TW"
"DE->TW",0,9307.2482,6.3898,0.0342196885666238,80500000,23293593,"DE->TW"
"DK->TW",0,8984.426,7.6912,0.0342196885666238,5580000,23293593,"DK->TW"
"EC->TW",0,16778.7243,5.5596,0.0342196885666238,14483000,23293593,"EC->TW"
"ES->TW",0,11088.9626,7.9055,0.0342196885666238,46185000,23293593,"ES->TW"
"FI->TW",0,7961.2719,7.2149,0.0342196885666238,5408000,23293593,"FI->TW"
"FJ->TW",0,7718.1826,6.1722,0.0342196885666238,861000,23293593,"FJ->TW"
"FR->TW",0,10042.7345,6.4767,0.0342196885666238,65350000,23293593,"FR->TW"
"GB->TW",0,9862.9402,5.9353,0.0342196885666238,62262000,23293593,"GB->TW"
"GF->TW",0,16740.3981,8.1655,0.0342196885666238,224000,23293593,"GF->TW"
"GR->TW",0,8844.0565,8.2705,0.0342196885666238,10787000,23293593,"GR->TW"
"HK->TW",0,697.9277,1.8154,0.0342196885666238,7103000,23293593,"HK->TW"
"ID->TW",0,3103.9902,3.6309,0.0342196885666238,237641000,23293593,"ID->TW"
"IN->TW",0,4220.0465,6.0664,0.0342196885666238,1210570000,23293593,"IN->TW"
"IS->TW",0,9739.7465,5.8454,0.0342196885666238,320000,23293593,"IS->TW"
"IT->TW",0,9624.178,7.2773,0.0342196885666238,59464000,23293593,"IT->TW"
"JP->TW",1,1981.4904,2.3898,0.0342196885666238,127300000,23293593,"JP->TW"
"KH->TW",0,2122.9175,3.7393,0.0342196885666238,13396000,23293593,"KH->TW"
"KR->TW",0,1496.0245,3.35,0.0342196885666238,48580000,23293593,"KR->TW"
"LA->TW",0,1973.312,3.6314,0.0342196885666238,6256000,23293593,"LA->TW"
"LK->TW",0,4708.5109,6.6584,0.0342196885666238,20653000,23293593,"LK->TW"
"LV->TW",0,8189.6322,8.7411,0.0342196885666238,2070000,23293593,"LV->TW"
"MD->TW",0,8214.116,9.9752,0.0342196885666238,3560000,23293593,"MD->TW"
"MM->TW",0,2557.6002,4.0972,0.0342196885666238,47963000,23293593,"MM->TW"
"MY->TW",0,2536.4202,3.8461,0.0342196885666238,30017000,23293593,"MY->TW"
"NL->TW",0,9541.5695,6.5083,0.0342196885666238,16838000,23293593,"NL->TW"
"NO->TW",0,8590.9335,8.6062,0.0342196885666238,5009000,23293593,"NO->TW"
"NP->TW",0,3534.5037,5.8696,0.0342196885666238,26621000,23293593,"NP->TW"
"NZ->TW",0,9063.8426,5.7306,0.0342196885666238,4434000,23293593,"NZ->TW"
"PE->TW",0,17766.1042,5.6473,0.0342196885666238,30135000,23293593,"PE->TW"
"PH->TW",0,1520.9992,3.6103,0.0342196885666238,92340000,23293593,"PH->TW"
"PT->TW",0,11797.8327,7.9716,0.0342196885666238,10487000,23293593,"PT->TW"
"PY->TW",0,19768.7405,7.7292,0.0342196885666238,6382000,23293593,"PY->TW"
"RO->TW",0,8606.7082,9.3932,0.0342196885666238,19043000,23293593,"RO->TW"
"RS->TW",0,8945.1363,9.0304,0.0342196885666238,7120000,23293593,"RS->TW"
"SE->TW",0,8470.3441,8.0025,0.0342196885666238,9490000,23293593,"SE->TW"
"SG->TW",0,3069.6355,3.9606,0.0342196885666238,5184000,23293593,"SG->TW"
"TH->TW",0,2400.1925,3.0854,0.0342196885666238,65500000,23293593,"TH->TW"
"UA->TW",0,7955.2054,8.441,0.0342196885666238,45426000,23293593,"UA->TW"
"US->TW",1,12165.4126,3.3878,0.0342196885666238,3.17e+08,23293593,"US->TW"
"UY->TW",0,18734.3326,7.932,0.0342196885666238,3251000,23293593,"UY->TW"
"VE->TW",0,16176.6038,5.6544,0.0342196885666238,27150000,23293593,"VE->TW"
"VN->TW",1,1658.6436,2.6127,0.0342196885666238,87840000,23293593,"VN->TW"
"AL->UA",0,1218.1534,6.0268,0.0342196885666238,2832000,45426000,"AL->UA"
"AR->UA",0,13569.0019,8.2119,0.0342196885666238,40117000,45426000,"AR->UA"
"AT->UA",0,1336.5757,3.4237,0.0342196885666238,8451860,45426000,"AT->UA"
"AU->UA",0,13801.2726,8.5639,0.0342196885666238,22902000,45426000,"AU->UA"
"BD->UA",1,5821.3412,7.8646,0.0342196885666238,142319000,45426000,"BD->UA"
"BG->UA",0,733.4318,5.5845,0.0342196885666238,7284000,45426000,"BG->UA"
"BO->UA",0,11999.7249,8.0288,0.0342196885666238,10624000,45426000,"BO->UA"
"BR->UA",0,10543.4605,7.0073,0.0342196885666238,192400000,45426000,"BR->UA"
"BY->UA",0,709.513,4.6711,0.0342196885666238,9460000,45426000,"BY->UA"
"CA->UA",0,8131.8982,6.1678,0.0342196885666238,3.5e+07,45426000,"CA->UA"
"CH->UA",0,1823.3448,5.1708,0.0342196885666238,7952000,45426000,"CH->UA"
"CL->UA",0,13568.0604,8.2378,0.0342196885666238,17402000,45426000,"CL->UA"
"CN->UA",0,6758.0377,5.9913,0.0342196885666238,1347350000,45426000,"CN->UA"
"CO->UA",0,10630.7933,7.1497,0.0342196885666238,47015000,45426000,"CO->UA"
"DE->UA",0,1639.9843,3.2551,0.0342196885666238,80500000,45426000,"DE->UA"
"DK->UA",0,1730.3883,6.2333,0.0342196885666238,5580000,45426000,"DK->UA"
"EC->UA",0,11710.8362,7.225,0.0342196885666238,14483000,45426000,"EC->UA"
"ES->UA",0,3167.651,5.2488,0.0342196885666238,46185000,45426000,"ES->UA"
"FI->UA",0,1710.9994,5.8964,0.0342196885666238,5408000,45426000,"FI->UA"
"FJ->UA",0,15424.3043,7.8377,0.0342196885666238,861000,45426000,"FJ->UA"
"FR->UA",0,2195.6379,4.3682,0.0342196885666238,65350000,45426000,"FR->UA"
"GB->UA",0,2472.1854,4.3656,0.0342196885666238,62262000,45426000,"GB->UA"
"GF->UA",0,9196.7178,6.057,0.0342196885666238,224000,45426000,"GF->UA"
"GR->UA",0,1238.9054,5.185,0.0342196885666238,10787000,45426000,"GR->UA"
"HK->UA",0,7596.6201,7.8637,0.0342196885666238,7103000,45426000,"HK->UA"
"ID->UA",0,9670.4293,9.6179,0.0342196885666238,237641000,45426000,"ID->UA"
"IN->UA",0,5199.4972,5.8368,0.0342196885666238,1210570000,45426000,"IN->UA"
"IS->UA",0,3679.776,6.7251,0.0342196885666238,320000,45426000,"IS->UA"
"IT->UA",0,1669.6418,4.3641,0.0342196885666238,59464000,45426000,"IT->UA"
"JP->UA",0,8024.4515,7.1971,0.0342196885666238,127300000,45426000,"JP->UA"
"KH->UA",0,7667.9411,7.6421,0.0342196885666238,13396000,45426000,"KH->UA"
"KR->UA",0,7533.6511,6.6616,0.0342196885666238,48580000,45426000,"KR->UA"
"LA->UA",0,7095.3103,7.3021,0.0342196885666238,6256000,45426000,"LA->UA"
"LK->UA",0,6387.6915,7.7174,0.0342196885666238,20653000,45426000,"LK->UA"
"LV->UA",0,1128.2949,3.8299,0.0342196885666238,2070000,45426000,"LV->UA"
"MD->UA",0,263.6253,4.5774,0.0342196885666238,3560000,45426000,"MD->UA"
"MM->UA",0,6433.2479,7.2272,0.0342196885666238,47963000,45426000,"MM->UA"
"MY->UA",0,8617.9822,8.2676,0.0342196885666238,30017000,45426000,"MY->UA"
"NL->UA",0,1963.0606,4.3508,0.0342196885666238,16838000,45426000,"NL->UA"
"NO->UA",0,2123.5282,6.5402,0.0342196885666238,5009000,45426000,"NO->UA"
"NP->UA",1,5075.3377,7.8382,0.0342196885666238,26621000,45426000,"NP->UA"
"NZ->UA",0,16907.8396,8.405,0.0342196885666238,4434000,45426000,"NZ->UA"
"PE->UA",0,12083.458,7.3127,0.0342196885666238,30135000,45426000,"PE->UA"
"PH->UA",0,9213.7367,9.0106,0.0342196885666238,92340000,45426000,"PH->UA"
"PT->UA",0,4002.2713,5.379,0.0342196885666238,10487000,45426000,"PT->UA"
"PY->UA",0,12034.5236,8.8515,0.0342196885666238,6382000,45426000,"PY->UA"
"RO->UA",0,657.5644,5.9896,0.0342196885666238,19043000,45426000,"RO->UA"
"RS->UA",0,1002.0944,6.2173,0.0342196885666238,7120000,45426000,"RS->UA"
"SE->UA",0,1653.6966,6.0314,0.0342196885666238,9490000,45426000,"SE->UA"
"SG->UA",0,8563.9964,7.7949,0.0342196885666238,5184000,45426000,"SG->UA"
"TH->UA",0,7321.1141,5.6591,0.0342196885666238,65500000,45426000,"TH->UA"
"TW->UA",0,7955.2054,8.441,0.0342196885666238,23293593,45426000,"TW->UA"
"US->UA",1,9137.8425,5.0533,0.0342196885666238,3.17e+08,45426000,"US->UA"
"UY->UA",0,12642.3412,9.2907,0.0342196885666238,3251000,45426000,"UY->UA"
"VE->UA",0,9791.2871,7.3199,0.0342196885666238,27150000,45426000,"VE->UA"
"VN->UA",1,7677.1184,7.1674,0.0342196885666238,87840000,45426000,"VN->UA"
"AL->US",0,9019.2141,5.5522,0.0342196885666238,2832000,3.17e+08,"AL->US"
"AR->US",3,9044.1375,3.1587,0.0342196885666238,40117000,3.17e+08,"AR->US"
"AT->US",0,8237.7816,5.062,0.0342196885666238,8451860,3.17e+08,"AT->US"
"AU->US",3,14522.9041,3.5106,0.0342196885666238,22902000,3.17e+08,"AU->US"
"BD->US",1,13114.5623,7.0432,0.0342196885666238,142319000,3.17e+08,"BD->US"
"BG->US",0,9281.6646,5.5455,0.0342196885666238,7284000,3.17e+08,"BG->US"
"BO->US",0,6891.1664,2.9755,0.0342196885666238,10624000,3.17e+08,"BO->US"
"BR->US",0,7907.258,2.4972,0.0342196885666238,192400000,3.17e+08,"BR->US"
"BY->US",0,8460.1767,5.9411,0.0342196885666238,9460000,3.17e+08,"BY->US"
"CA->US",2,1229.1707,1.3505,0.0342196885666238,3.5e+07,3.17e+08,"CA->US"
"CH->US",0,7904.6031,3.9501,0.0342196885666238,7952000,3.17e+08,"CH->US"
"CL->US",2,8264.7967,3.1845,0.0342196885666238,17402000,3.17e+08,"CL->US"
"CN->US",9,11767.1552,4.1717,0.0342196885666238,1347350000,3.17e+08,"CN->US"
"CO->US",0,3927.1906,2.0965,0.0342196885666238,47015000,3.17e+08,"CO->US"
"DE->US",0,7743.2905,3.153,0.0342196885666238,80500000,3.17e+08,"DE->US"
"DK->US",0,7442.7656,4.3034,0.0342196885666238,5580000,3.17e+08,"DK->US"
"EC->US",0,4743.8907,2.1718,0.0342196885666238,14483000,3.17e+08,"EC->US"
"ES->US",0,7580.829,4.5177,0.0342196885666238,46185000,3.17e+08,"ES->US"
"FI->US",0,7608.8623,5.1081,0.0342196885666238,5408000,3.17e+08,"FI->US"
"FJ->US",0,10951.9073,2.7845,0.0342196885666238,861000,3.17e+08,"FJ->US"
"FR->US",1,7708.1687,3.2663,0.0342196885666238,65350000,3.17e+08,"FR->US"
"GB->US",8,6928.3089,2.5475,0.0342196885666238,62262000,3.17e+08,"GB->US"
"GF->US",0,5727.4302,4.9552,0.0342196885666238,224000,3.17e+08,"GF->US"
"GR->US",0,9608.3859,4.8827,0.0342196885666238,10787000,3.17e+08,"GR->US"
"HK->US",3,12628.5264,3.9945,0.0342196885666238,7103000,3.17e+08,"HK->US"
"ID->US",0,15128.7916,5.963,0.0342196885666238,237641000,3.17e+08,"ID->US"
"IN->US",3,13468.2998,5.5792,0.0342196885666238,1210570000,3.17e+08,"IN->US"
"IS->US",0,5460.8496,2.4577,0.0342196885666238,320000,3.17e+08,"IS->US"
"IT->US",1,8458.8129,3.8895,0.0342196885666238,59464000,3.17e+08,"IT->US"
"JP->US",2,10244.2023,2.4584,0.0342196885666238,127300000,3.17e+08,"JP->US"
"KH->US",0,14023.1155,7.1271,0.0342196885666238,13396000,3.17e+08,"KH->US"
"KR->US",0,10671.3432,3.3266,0.0342196885666238,48580000,3.17e+08,"KR->US"
"LA->US",0,13500.4777,7.0192,0.0342196885666238,6256000,3.17e+08,"LA->US"
"LK->US",0,14965.391,6.6144,0.0342196885666238,20653000,3.17e+08,"LK->US"
"LV->US",0,8040.0793,5.3533,0.0342196885666238,2070000,3.17e+08,"LV->US"
"MD->US",0,9081.0653,6.7384,0.0342196885666238,3560000,3.17e+08,"MD->US"
"MM->US",0,13425.8379,6.961,0.0342196885666238,47963000,3.17e+08,"MM->US"
"MY->US",1,14694.8092,6.4641,0.0342196885666238,30017000,3.17e+08,"MY->US"
"NL->US",1,7439.9102,3.1205,0.0342196885666238,16838000,3.17e+08,"NL->US"
"NO->US",1,7041.8415,5.2184,0.0342196885666238,5009000,3.17e+08,"NO->US"
"NP->US",3,12703.6481,7.5806,0.0342196885666238,26621000,3.17e+08,"NP->US"
"NZ->US",3,12747.0467,3.3518,0.0342196885666238,4434000,3.17e+08,"NZ->US"
"PE->US",0,5755.2281,2.2595,0.0342196885666238,30135000,3.17e+08,"PE->US"
"PH->US",1,13312.6309,3.9573,0.0342196885666238,92340000,3.17e+08,"PH->US"
"PT->US",0,6764.1901,4.5838,0.0342196885666238,10487000,3.17e+08,"PT->US"
"PY->US",0,8088.6045,4.3414,0.0342196885666238,6382000,3.17e+08,"PY->US"
"RO->US",0,8965.4436,6.1563,0.0342196885666238,19043000,3.17e+08,"RO->US"
"RS->US",0,8899.9554,5.6426,0.0342196885666238,7120000,3.17e+08,"RS->US"
"SE->US",0,7499.3282,4.6147,0.0342196885666238,9490000,3.17e+08,"SE->US"
"SG->US",3,15191.7833,5.71,0.0342196885666238,5184000,3.17e+08,"SG->US"
"TH->US",0,14056.3847,5.393,0.0342196885666238,65500000,3.17e+08,"TH->US"
"TW->US",1,12165.4126,3.3878,0.0342196885666238,23293593,3.17e+08,"TW->US"
"UA->US",0,9137.8425,5.0533,0.0342196885666238,45426000,3.17e+08,"UA->US"
"UY->US",0,9111.1084,4.5442,0.0342196885666238,3251000,3.17e+08,"UY->US"
"VE->US",0,4275.7811,2.2666,0.0342196885666238,27150000,3.17e+08,"VE->US"
"VN->US",1,13608.7267,5.7203,0.0342196885666238,87840000,3.17e+08,"VN->US"
"AL->UY",0,11430.5441,7.5003,0.0342196885666238,2832000,3251000,"AL->UY"
"AR->UY",0,971.7584,1.3855,0.0342196885666238,40117000,3251000,"AR->UY"
"AT->UY",0,11480.4146,8.2056,0.0342196885666238,8451860,3251000,"AT->UY"
"AU->UY",0,12764.0196,8.0548,0.0342196885666238,22902000,3251000,"AU->UY"
"BD->UY",0,16588.8282,10.9649,0.0342196885666238,142319000,3251000,"BD->UY"
"BG->UY",0,11966.2937,8.4281,0.0342196885666238,7284000,3251000,"BG->UY"
"BO->UY",0,2220.1126,4.1414,0.0342196885666238,10624000,3251000,"BO->UY"
"BR->UY",0,2244.9237,2.2834,0.0342196885666238,192400000,3251000,"BR->UY"
"BY->UY",0,12682.2575,8.8237,0.0342196885666238,9460000,3251000,"BY->UY"
"CA->UY",0,10176.6004,5.8947,0.0342196885666238,3.5e+07,3251000,"CA->UY"
"CH->UY",0,11062.2839,7.653,0.0342196885666238,7952000,3251000,"CH->UY"
"CL->UY",1,1470.6222,3.0538,0.0342196885666238,17402000,3251000,"CL->UY"
"CN->UY",0,18793.621,8.7159,0.0342196885666238,1347350000,3251000,"CN->UY"
"CO->UY",0,5196.2944,5.8129,0.0342196885666238,47015000,3251000,"CO->UY"
"DE->UY",0,11476.8943,6.0356,0.0342196885666238,80500000,3251000,"DE->UY"
"DK->UY",0,11872.2692,8.2825,0.0342196885666238,5580000,3251000,"DK->UY"
"EC->UY",0,4424.0394,6.716,0.0342196885666238,14483000,3251000,"EC->UY"
"ES->UY",0,9639.9324,4.4989,0.0342196885666238,46185000,3251000,"ES->UY"
"FI->UY",0,12939.1234,8.5487,0.0342196885666238,5408000,3251000,"FI->UY"
"FJ->UY",0,11930.2436,7.3287,0.0342196885666238,861000,3251000,"FJ->UY"
"FR->UY",0,10708.7105,5.8509,0.0342196885666238,65350000,3251000,"FR->UY"
"GB->UY",0,11029.547,6.4692,0.0342196885666238,62262000,3251000,"GB->UY"
"GF->UY",0,4426.7446,5.8939,0.0342196885666238,224000,3251000,"GF->UY"
"GR->UY",0,11603.6337,8.2021,0.0342196885666238,10787000,3251000,"GR->UY"
"HK->UY",1,18281.952,8.5387,0.0342196885666238,7103000,3251000,"HK->UY"
"ID->UY",0,15631.0187,10.5072,0.0342196885666238,237641000,3251000,"ID->UY"
"IN->UY",0,15362.5018,9.7452,0.0342196885666238,1210570000,3251000,"IN->UY"
"IS->UY",0,11369.2496,7.0019,0.0342196885666238,320000,3251000,"IS->UY"
"IT->UY",0,11010.4822,5.8376,0.0342196885666238,59464000,3251000,"IT->UY"
"JP->UY",0,18995.4388,7.0026,0.0342196885666238,127300000,3251000,"JP->UY"
"KH->UY",0,16805.1136,11.6713,0.0342196885666238,13396000,3251000,"KH->UY"
