"","Transitions","subsetDgeo","subsetDeff","Transition_Rates","Ori_Pop_Size","Dest_Pop_Size","Key"
"LV->PH",0,9577.3167,9.3107,0.0342196885666238,2070000,92340000,"LV->PH"
"MD->PH",0,9463.3399,9.5359,0.0342196885666238,3560000,92340000,"MD->PH"
"MM->PH",0,3073.8657,5.0993,0.0342196885666238,47963000,92340000,"MM->PH"
"MY->PH",1,1745.2019,3.8841,0.0342196885666238,30017000,92340000,"MY->PH"
"NL->PH",0,10925.1397,5.3072,0.0342196885666238,16838000,92340000,"NL->PH"
"NO->PH",0,10053.2231,8.4025,0.0342196885666238,5009000,92340000,"NO->PH"
"NP->PH",0,4359.9558,6.3154,0.0342196885666238,26621000,92340000,"NP->PH"
"NZ->PH",0,7725.7926,6.1664,0.0342196885666238,4434000,92340000,"NZ->PH"
"PE->PH",0,18080.6125,6.2168,0.0342196885666238,30135000,92340000,"PE->PH"
"PT->PH",0,13164.1518,8.5411,0.0342196885666238,10487000,92340000,"PT->PH"
"PY->PH",0,18364.9453,8.2988,0.0342196885666238,6382000,92340000,"PY->PH"
"RO->PH",0,9846.7013,9.3039,0.0342196885666238,19043000,92340000,"RO->PH"
"RS->PH",0,10172.4341,9.5999,0.0342196885666238,7120000,92340000,"RS->PH"
"SE->PH",1,9899.0238,8.5721,0.0342196885666238,9490000,92340000,"SE->PH"
"SG->PH",0,2309.1788,2.9933,0.0342196885666238,5184000,92340000,"SG->PH"
"TH->PH",0,2442.4097,3.5312,0.0342196885666238,65500000,92340000,"TH->PH"
"TW->PH",0,1520.9992,3.6103,0.0342196885666238,23293593,92340000,"TW->PH"
"UA->PH",0,9213.7367,9.0106,0.0342196885666238,45426000,92340000,"UA->PH"
"US->PH",0,13312.6309,3.9573,0.0342196885666238,3.17e+08,92340000,"US->PH"
"UY->PH",0,17287.4268,8.5016,0.0342196885666238,3251000,92340000,"UY->PH"
"VE->PH",0,17535.8119,6.2239,0.0342196885666238,27150000,92340000,"VE->PH"
"VN->PH",0,1747.4133,4.7345,0.0342196885666238,87840000,92340000,"VN->PH"
"AL->PT",0,3059.2228,5.3774,0.0342196885666238,2832000,10487000,"AL->PT"
"AR->PT",0,9864.0623,5.0214,0.0342196885666238,40117000,10487000,"AR->PT"
"AT->PT",0,2667.9292,5.0707,0.0342196885666238,8451860,10487000,"AT->PT"
"AU->PT",0,17781.5965,8.0944,0.0342196885666238,22902000,10487000,"AU->PT"
"BD->PT",0,9815.3047,6.9421,0.0342196885666238,142319000,10487000,"BD->PT"
"BG->PT",0,3583.3287,5.2932,0.0342196885666238,7284000,10487000,"BG->PT"
"BO->PT",0,8029.464,5.3523,0.0342196885666238,10624000,10487000,"BO->PT"
"BR->PT",0,6814.6978,3.0152,0.0342196885666238,192400000,10487000,"BR->PT"
"BY->PT",0,3770.3798,5.6888,0.0342196885666238,9460000,10487000,"BY->PT"
"CA->PT",0,6310.3231,5.758,0.0342196885666238,3.5e+07,10487000,"CA->PT"
"CH->PT",0,2184.4853,3.7186,0.0342196885666238,7952000,10487000,"CH->PT"
"CL->PT",0,9693.9298,5.6871,0.0342196885666238,17402000,10487000,"CL->PT"
"CN->PT",0,10611.423,7.1262,0.0342196885666238,1347350000,10487000,"CN->PT"
"CO->PT",1,6812.8501,6.1103,0.0342196885666238,47015000,10487000,"CO->PT"
"DE->PT",0,2497.2643,2.9007,0.0342196885666238,80500000,10487000,"DE->PT"
"DK->PT",0,2828.817,5.0222,0.0342196885666238,5580000,10487000,"DK->PT"
"EC->PT",0,7814.0234,5.92,0.0342196885666238,14483000,10487000,"EC->PT"
"ES->PT",0,962.6167,2.7134,0.0342196885666238,46185000,10487000,"ES->PT"
"FI->PT",0,3892.424,5.6644,0.0342196885666238,5408000,10487000,"FI->PT"
"FJ->PT",0,17448.754,7.3682,0.0342196885666238,861000,10487000,"FJ->PT"
"FR->PT",0,1809.0095,2.9231,0.0342196885666238,65350000,10487000,"FR->PT"
"GB->PT",0,1988.8752,2.4463,0.0342196885666238,62262000,10487000,"GB->PT"
"GF->PT",0,5198.8204,4.6119,0.0342196885666238,224000,10487000,"GF->PT"
"GR->PT",0,3571.8047,5.0672,0.0342196885666238,10787000,10487000,"GR->PT"
"HK->PT",0,11531.3762,6.6047,0.0342196885666238,7103000,10487000,"HK->PT"
"ID->PT",0,13640.5678,8.1864,0.0342196885666238,237641000,10487000,"ID->PT"
"IN->PT",0,9077.1033,5.8175,0.0342196885666238,1210570000,10487000,"IN->PT"
"IS->PT",0,2957.3204,4.8771,0.0342196885666238,320000,10487000,"IS->PT"
"IT->PT",0,2425.6153,3.7147,0.0342196885666238,59464000,10487000,"IT->PT"
"JP->PT",0,11336.0754,6.9671,0.0342196885666238,127300000,10487000,"JP->PT"
"KH->PT",0,11664.4361,8.7461,0.0342196885666238,13396000,10487000,"KH->PT"
"KR->PT",0,11041.9851,7.8436,0.0342196885666238,48580000,10487000,"KR->PT"
"LA->PT",0,11097.4886,8.406,0.0342196885666238,6256000,10487000,"LA->PT"
"LK->PT",0,10026.0878,6.5133,0.0342196885666238,20653000,10487000,"LK->PT"
"LV->PT",0,3608.2552,5.2522,0.0342196885666238,2070000,10487000,"LV->PT"
"MD->PT",0,3770.7956,4.5473,0.0342196885666238,3560000,10487000,"MD->PT"
"MM->PT",0,10428.9829,8.3311,0.0342196885666238,47963000,10487000,"MM->PT"
"MY->PT",0,12598.4718,6.6977,0.0342196885666238,30017000,10487000,"MY->PT"
"NL->PT",0,2256.7224,3.8767,0.0342196885666238,16838000,10487000,"NL->PT"
"NO->PT",0,3346.9379,5.1172,0.0342196885666238,5009000,10487000,"NO->PT"
"NP->PT",0,9066.6278,7.8189,0.0342196885666238,26621000,10487000,"NP->PT"
"NZ->PT",0,19129.8865,7.9356,0.0342196885666238,4434000,10487000,"NZ->PT"
"PE->PT",0,8092.7646,6.3424,0.0342196885666238,30135000,10487000,"PE->PT"
"PH->PT",0,13164.1518,8.5411,0.0342196885666238,92340000,10487000,"PH->PT"
"PY->PT",0,8239.8287,4.8594,0.0342196885666238,6382000,10487000,"PY->PT"
"RO->PT",0,3414.8835,5.9041,0.0342196885666238,19043000,10487000,"RO->PT"
"RS->PT",0,3128.4989,5.8628,0.0342196885666238,7120000,10487000,"RS->PT"
"SE->PT",0,3364.002,5.2365,0.0342196885666238,9490000,10487000,"SE->PT"
"SG->PT",0,12490.0732,6.3635,0.0342196885666238,5184000,10487000,"SG->PT"
"TH->PT",0,11307.295,6.7631,0.0342196885666238,65500000,10487000,"TH->PT"
"TW->PT",0,11797.8327,7.9716,0.0342196885666238,23293593,10487000,"TW->PT"
"UA->PT",0,4002.2713,5.379,0.0342196885666238,45426000,10487000,"UA->PT"
"US->PT",0,6764.1901,4.5838,0.0342196885666238,3.17e+08,10487000,"US->PT"
"UY->PT",0,9047.1546,5.2986,0.0342196885666238,3251000,10487000,"UY->PT"
"VE->PT",0,5882.9733,4.8412,0.0342196885666238,27150000,10487000,"VE->PT"
"VN->PT",0,11678.5349,7.419,0.0342196885666238,87840000,10487000,"VN->PT"
"AL->PY",0,10854.7426,7.7909,0.0342196885666238,2832000,6382000,"AL->PY"
"AR->PY",0,1638.8784,2.1343,0.0342196885666238,40117000,6382000,"AR->PY"
"AT->PY",1,10790.3754,7.7664,0.0342196885666238,8451860,6382000,"AT->PY"
"AU->PY",0,13706.404,7.852,0.0342196885666238,22902000,6382000,"AU->PY"
"BD->PY",0,16871.0269,10.7208,0.0342196885666238,142319000,6382000,"BD->PY"
"BG->PY",0,11409.408,7.9889,0.0342196885666238,7284000,6382000,"BG->PY"
"BO->PY",0,1242.2065,2.3161,0.0342196885666238,10624000,6382000,"BO->PY"
"BR->PY",0,1497.6375,1.8442,0.0342196885666238,192400000,6382000,"BR->PY"
"BY->PY",0,11971.1818,8.3845,0.0342196885666238,9460000,6382000,"BY->PY"
"CA->PY",0,9120.9968,5.6919,0.0342196885666238,3.5e+07,6382000,"CA->PY"
"CH->PY",0,10343.0116,7.2861,0.0342196885666238,7952000,6382000,"CH->PY"
"CL->PY",0,1561.3134,3.3205,0.0342196885666238,17402000,6382000,"CL->PY"
"CN->PY",0,18777.094,8.5131,0.0342196885666238,1347350000,6382000,"CN->PY"
"CO->PY",0,4161.6685,6.0967,0.0342196885666238,47015000,6382000,"CO->PY"
"DE->PY",0,10721.1521,5.5964,0.0342196885666238,80500000,6382000,"DE->PY"
"DK->PY",0,11062.7383,8.5746,0.0342196885666238,5580000,6382000,"DK->PY"
"EC->PY",0,3491.5208,6.5132,0.0342196885666238,14483000,6382000,"EC->PY"
"ES->PY",0,8921.707,5.2847,0.0342196885666238,46185000,6382000,"ES->PY"
"FI->PY",0,12099.5466,8.4517,0.0342196885666238,5408000,6382000,"FI->PY"
"FJ->PY",0,12388.6534,7.1259,0.0342196885666238,861000,6382000,"FJ->PY"
"FR->PY",1,9975.9677,5.4117,0.0342196885666238,65350000,6382000,"FR->PY"
"GB->PY",0,10191.507,6.225,0.0342196885666238,62262000,6382000,"GB->PY"
"GF->PY",0,3388.3685,5.4547,0.0342196885666238,224000,6382000,"GF->PY"
"GR->PY",0,11111.8193,7.7629,0.0342196885666238,10787000,6382000,"GR->PY"
"HK->PY",0,19088.5943,8.3359,0.0342196885666238,7103000,6382000,"HK->PY"
"ID->PY",0,16713.3283,10.3044,0.0342196885666238,237641000,6382000,"ID->PY"
"IN->PY",0,15609.5188,9.306,0.0342196885666238,1210570000,6382000,"IN->PY"
"IS->PY",0,10378.6228,6.7991,0.0342196885666238,320000,6382000,"IS->PY"
"IT->PY",0,10368.7889,6.1282,0.0342196885666238,59464000,6382000,"IT->PY"
"JP->PY",0,18288.6727,6.7998,0.0342196885666238,127300000,6382000,"JP->PY"
"KH->PY",0,17646.4993,11.4685,0.0342196885666238,13396000,6382000,"KH->PY"
"KR->PY",0,18747.8655,7.668,0.0342196885666238,48580000,6382000,"KR->PY"
"LA->PY",0,17812.1668,11.3606,0.0342196885666238,6256000,6382000,"LA->PY"
"LK->PY",0,15077.4276,10.0586,0.0342196885666238,20653000,6382000,"LK->PY"
"LV->PY",0,11845.9367,8.4392,0.0342196885666238,2070000,6382000,"LV->PY"
"MD->PY",0,11773.7939,9.1818,0.0342196885666238,3560000,6382000,"MD->PY"
"MM->PY",0,17250.3558,11.3025,0.0342196885666238,47963000,6382000,"MM->PY"
"MY->PY",0,17244.2907,10.4764,0.0342196885666238,30017000,6382000,"MY->PY"
"NL->PY",0,10496.1131,6.9581,0.0342196885666238,16838000,6382000,"NL->PY"
"NO->PY",0,11482.1187,8.8815,0.0342196885666238,5009000,6382000,"NO->PY"
"NP->PY",0,16328.6278,11.3074,0.0342196885666238,26621000,6382000,"NP->PY"
"NZ->PY",0,10952.5379,7.458,0.0342196885666238,4434000,6382000,"NZ->PY"
"PE->PY",0,2506.3473,5.1169,0.0342196885666238,30135000,6382000,"PE->PY"
"PH->PY",0,18364.9453,8.2988,0.0342196885666238,92340000,6382000,"PH->PY"
"PT->PY",0,8239.8287,4.8594,0.0342196885666238,10487000,6382000,"PT->PY"
"RO->PY",0,11379.9362,8.4473,0.0342196885666238,19043000,6382000,"RO->PY"
"RS->PY",0,11039.1121,8.5585,0.0342196885666238,7120000,6382000,"RS->PY"
"SE->PY",0,11584.3492,8.5448,0.0342196885666238,9490000,6382000,"SE->PY"
"SG->PY",0,16706.0701,10.0514,0.0342196885666238,5184000,6382000,"SG->PY"
"TH->PY",0,17374.0133,9.7344,0.0342196885666238,65500000,6382000,"TH->PY"
"TW->PY",0,19768.7405,7.7292,0.0342196885666238,23293593,6382000,"TW->PY"
"UA->PY",0,12034.5236,8.8515,0.0342196885666238,45426000,6382000,"UA->PY"
"US->PY",0,8088.6045,4.3414,0.0342196885666238,3.17e+08,6382000,"US->PY"
"UY->PY",0,1090.1907,3.5198,0.0342196885666238,3251000,6382000,"UY->PY"
"VE->PY",0,4040.036,6.3447,0.0342196885666238,27150000,6382000,"VE->PY"
"VN->PY",0,18111.1249,9.9076,0.0342196885666238,87840000,6382000,"VN->PY"
"AL->RO",0,578.7259,3.9818,0.0342196885666238,2832000,19043000,"AL->RO"
"AR->RO",0,12911.4413,6.7711,0.0342196885666238,40117000,19043000,"AR->RO"
"AT->RO",0,811.7176,3.4234,0.0342196885666238,8451860,19043000,"AT->RO"
"AU->RO",0,14371.7611,9.667,0.0342196885666238,22902000,19043000,"AU->RO"
"BD->RO",1,6401.6607,8.4209,0.0342196885666238,142319000,19043000,"BD->RO"
"BG->RO",0,326.7495,4.8991,0.0342196885666238,7284000,19043000,"BG->RO"
"BO->RO",0,11370.9947,8.792,0.0342196885666238,10624000,19043000,"BO->RO"
"BR->RO",0,9887.6925,6.6031,0.0342196885666238,192400000,19043000,"BR->RO"
"BY->RO",0,978.5694,5.7915,0.0342196885666238,9460000,19043000,"BY->RO"
"CA->RO",1,8038.0536,7.0888,0.0342196885666238,3.5e+07,19043000,"CA->RO"
"CH->RO",0,1280.8834,4.9853,0.0342196885666238,7952000,19043000,"CH->RO"
"CL->RO",0,12917.2402,7.7459,0.0342196885666238,17402000,19043000,"CL->RO"
"CN->RO",0,7410.32,7.2289,0.0342196885666238,1347350000,19043000,"CN->RO"
"CO->RO",0,10138.3153,7.4961,0.0342196885666238,47015000,19043000,"CO->RO"
"DE->RO",0,1245.7543,3.0034,0.0342196885666238,80500000,19043000,"DE->RO"
"DK->RO",0,1546.0306,5.9815,0.0342196885666238,5580000,19043000,"DK->RO"
"EC->RO",0,11191.0808,7.3057,0.0342196885666238,14483000,19043000,"EC->RO"
"ES->RO",0,2544.005,4.0991,0.0342196885666238,46185000,19043000,"ES->RO"
"FI->RO",0,1936.8961,5.8587,0.0342196885666238,5408000,19043000,"FI->RO"
"FJ->RO",0,16066.3544,8.9408,0.0342196885666238,861000,19043000,"FJ->RO"
"FR->RO",0,1633.5923,3.3441,0.0342196885666238,65350000,19043000,"FR->RO"
"GB->RO",0,2097.6211,4.1334,0.0342196885666238,62262000,19043000,"GB->RO"
"GF->RO",0,8589.5818,5.033,0.0342196885666238,224000,19043000,"GF->RO"
"GR->RO",0,818.6459,3.8701,0.0342196885666238,10787000,19043000,"GR->RO"
"HK->RO",0,8236.3068,8.1275,0.0342196885666238,7103000,19043000,"HK->RO"
"ID->RO",0,10230.3159,9.3661,0.0342196885666238,237641000,19043000,"ID->RO"
"IN->RO",0,5700.5323,6.713,0.0342196885666238,1210570000,19043000,"IN->RO"
"IS->RO",0,3530.4013,6.4734,0.0342196885666238,320000,19043000,"IS->RO"
"IT->RO",0,1026.957,2.3191,0.0342196885666238,59464000,19043000,"IT->RO"
"JP->RO",0,8670.6156,7.4119,0.0342196885666238,127300000,19043000,"JP->RO"
"KH->RO",0,8251.029,9.2415,0.0342196885666238,13396000,19043000,"KH->RO"
"KR->RO",0,8187.8969,7.9463,0.0342196885666238,48580000,19043000,"KR->RO"
"LA->RO",0,7693.0161,8.9015,0.0342196885666238,6256000,19043000,"LA->RO"
"LK->RO",0,6800.2048,7.4656,0.0342196885666238,20653000,19043000,"LK->RO"
"LV->RO",0,1279.2353,5.8462,0.0342196885666238,2070000,19043000,"LV->RO"
"MD->RO",0,394.5484,3.2653,0.0342196885666238,3560000,19043000,"MD->RO"
"MM->RO",0,7015.7619,8.8265,0.0342196885666238,47963000,19043000,"MM->RO"
"MY->RO",0,9184.6537,8.2673,0.0342196885666238,30017000,19043000,"MY->RO"
"NL->RO",0,1569.2447,3.9967,0.0342196885666238,16838000,19043000,"NL->RO"
"NO->RO",0,2143.96,6.2885,0.0342196885666238,5009000,19043000,"NO->RO"
"NP->RO",0,5652.5373,8.7144,0.0342196885666238,26621000,19043000,"NP->RO"
"NZ->RO",0,17496.0442,9.5081,0.0342196885666238,4434000,19043000,"NZ->RO"
"PE->RO",0,11507.5847,7.7281,0.0342196885666238,30135000,19043000,"PE->RO"
"PH->RO",0,9846.7013,9.3039,0.0342196885666238,92340000,19043000,"PH->RO"
"PT->RO",0,3414.8835,5.9041,0.0342196885666238,10487000,19043000,"PT->RO"
"PY->RO",0,11379.9362,8.4473,0.0342196885666238,6382000,19043000,"PY->RO"
"RS->RO",0,344.9657,5.9655,0.0342196885666238,7120000,19043000,"RS->RO"
"SE->RO",0,1688.7761,5.9518,0.0342196885666238,9490000,19043000,"SE->RO"
"SG->RO",0,9098.0298,7.5432,0.0342196885666238,5184000,19043000,"SG->RO"
"TH->RO",0,7892.4509,7.2585,0.0342196885666238,65500000,19043000,"TH->RO"
"TW->RO",0,8606.7082,9.3932,0.0342196885666238,23293593,19043000,"TW->RO"
"UA->RO",1,657.5644,5.9896,0.0342196885666238,45426000,19043000,"UA->RO"
"US->RO",1,8965.4436,6.1563,0.0342196885666238,3.17e+08,19043000,"US->RO"
"UY->RO",0,11985.7497,8.1566,0.0342196885666238,3251000,19043000,"UY->RO"
"VE->RO",0,9261.5897,6.9026,0.0342196885666238,27150000,19043000,"VE->RO"
"VN->RO",0,8281.8478,7.84,0.0342196885666238,87840000,19043000,"VN->RO"
"AL->RS",0,265.1395,3.3904,0.0342196885666238,2832000,7120000,"AL->RS"
"AR->RS",0,12567.0546,8.1724,0.0342196885666238,40117000,7120000,"AR->RS"
"AT->RS",0,662.6329,3.4588,0.0342196885666238,8451860,7120000,"AT->RS"
"AU->RS",0,14653.4363,9.1532,0.0342196885666238,22902000,7120000,"AU->RS"
"BD->RS",0,6699.8577,8.4352,0.0342196885666238,142319000,7120000,"BD->RS"
"BG->RS",0,460.5883,5.3547,0.0342196885666238,7284000,7120000,"BG->RS"
"BO->RS",0,11047.368,8.6181,0.0342196885666238,10624000,7120000,"BO->RS"
"BR->RS",0,9545.9128,6.7143,0.0342196885666238,192400000,7120000,"BR->RS"
"BY->RS",0,1252.9245,5.7503,0.0342196885666238,9460000,7120000,"BY->RS"
"CA->RS",0,8018.5888,6.993,0.0342196885666238,3.5e+07,7120000,"CA->RS"
"CH->RS",0,1067.1132,3.1008,0.0342196885666238,7952000,7120000,"CH->RS"
"CL->RS",0,12579.0766,8.6688,0.0342196885666238,17402000,7120000,"CL->RS"
"CN->RS",1,7749.4803,7.1877,0.0342196885666238,1347350000,7120000,"CN->RS"
"CO->RS",0,9894.1991,7.739,0.0342196885666238,47015000,7120000,"CO->RS"
"DE->RS",0,1160.1605,2.9622,0.0342196885666238,80500000,7120000,"DE->RS"
"DK->RS",0,1574.2937,4.8632,0.0342196885666238,5580000,7120000,"DK->RS"
"EC->RS",0,10929.7906,7.8144,0.0342196885666238,14483000,7120000,"EC->RS"
"ES->RS",0,2233.3566,5.0221,0.0342196885666238,46185000,7120000,"ES->RS"
"FI->RS",0,2143.066,5.8175,0.0342196885666238,5408000,7120000,"FI->RS"
"FJ->RS",0,16405.9138,8.427,0.0342196885666238,861000,7120000,"FJ->RS"
"FR->RS",0,1387.7879,4.0187,0.0342196885666238,65350000,7120000,"FR->RS"
"GB->RS",0,1979.4852,3.9395,0.0342196885666238,62262000,7120000,"GB->RS"
"GF->RS",0,8280.9316,5.7076,0.0342196885666238,224000,7120000,"GF->RS"
"GR->RS",0,727.4855,4.7116,0.0342196885666238,10787000,7120000,"GR->RS"
"HK->RS",0,8566.8874,8.0863,0.0342196885666238,7103000,7120000,"HK->RS"
"ID->RS",0,10512.0834,9.3249,0.0342196885666238,237641000,7120000,"ID->RS"
"IN->RS",0,5958.9082,6.6718,0.0342196885666238,1210570000,7120000,"IN->RS"
"IS->RS",0,3515.5275,6.3703,0.0342196885666238,320000,7120000,"IS->RS"
"IT->RS",0,710.0321,3.8883,0.0342196885666238,59464000,7120000,"IT->RS"
"JP->RS",0,9013.0398,7.642,0.0342196885666238,127300000,7120000,"JP->RS"
"KH->RS",0,8548.4311,9.2003,0.0342196885666238,13396000,7120000,"KH->RS"
"KR->RS",0,8532.6326,7.9051,0.0342196885666238,48580000,7120000,"KR->RS"
"LA->RS",0,7999.2336,8.8603,0.0342196885666238,6256000,7120000,"LA->RS"
"LK->RS",0,7009.234,7.4244,0.0342196885666238,20653000,7120000,"LK->RS"
"LV->RS",0,1488.9078,5.805,0.0342196885666238,2070000,7120000,"LV->RS"
"MD->RS",0,738.6437,6.5475,0.0342196885666238,3560000,7120000,"MD->RS"
"MM->RS",0,7314.3116,8.7853,0.0342196885666238,47963000,7120000,"MM->RS"
"MY->RS",0,9471.6615,8.1908,0.0342196885666238,30017000,7120000,"MY->RS"
"NL->RS",0,1460.5628,5.3842,0.0342196885666238,16838000,7120000,"NL->RS"
"NO->RS",0,2250.6015,6.2473,0.0342196885666238,5009000,7120000,"NO->RS"
"NP->RS",0,5950.2733,8.6732,0.0342196885666238,26621000,7120000,"NP->RS"
"NZ->RS",0,17777.6236,8.9943,0.0342196885666238,4434000,7120000,"NZ->RS"
"PE->RS",0,11214.5491,7.9021,0.0342196885666238,30135000,7120000,"PE->RS"
"PH->RS",0,10172.4341,9.5999,0.0342196885666238,92340000,7120000,"PH->RS"
"PT->RS",0,3128.4989,5.8628,0.0342196885666238,10487000,7120000,"PT->RS"
"PY->RS",0,11039.1121,8.5585,0.0342196885666238,6382000,7120000,"PY->RS"
"RO->RS",0,344.9657,5.9655,0.0342196885666238,19043000,7120000,"RO->RS"
"SE->RS",0,1822.4268,4.9324,0.0342196885666238,9490000,7120000,"SE->RS"
"SG->RS",0,9366.7887,7.502,0.0342196885666238,5184000,7120000,"SG->RS"
"TH->RS",0,8183.7204,7.2173,0.0342196885666238,65500000,7120000,"TH->RS"
"TW->RS",0,8945.1363,9.0304,0.0342196885666238,23293593,7120000,"TW->RS"
"UA->RS",0,1002.0944,6.2173,0.0342196885666238,45426000,7120000,"UA->RS"
"US->RS",0,8899.9554,5.6426,0.0342196885666238,3.17e+08,7120000,"US->RS"
"UY->RS",0,11640.7966,8.9977,0.0342196885666238,3251000,7120000,"UY->RS"
"VE->RS",0,8998.0272,7.3286,0.0342196885666238,27150000,7120000,"VE->RS"
"VN->RS",0,8591.5389,8.5146,0.0342196885666238,87840000,7120000,"VN->RS"
"AL->SE",0,2065.6746,5.8993,0.0342196885666238,2832000,9490000,"AL->SE"
"AR->SE",0,13217.5209,7.0163,0.0342196885666238,40117000,9490000,"AR->SE"
"AT->SE",0,1385.726,4.8548,0.0342196885666238,8451860,9490000,"AT->SE"
"AU->SE",0,14681.257,8.1254,0.0342196885666238,22902000,9490000,"AU->SE"
"BD->SE",0,6907.3527,7.2859,0.0342196885666238,142319000,9490000,"BD->SE"
"BG->SE",0,2007.1192,5.341,0.0342196885666238,7284000,9490000,"BG->SE"
"BO->SE",0,11243.2846,7.5903,0.0342196885666238,10624000,9490000,"BO->SE"
"BR->SE",0,10177.2286,6.7006,0.0342196885666238,192400000,9490000,"BR->SE"
"BY->SE",0,961.0055,5.7366,0.0342196885666238,9460000,9490000,"BY->SE"
"CA->SE",0,6478.5001,5.9652,0.0342196885666238,3.5e+07,9490000,"CA->SE"
"CH->SE",0,1563.4151,4.608,0.0342196885666238,7952000,9490000,"CH->SE"
"CL->SE",0,12985.2209,7.5127,0.0342196885666238,17402000,9490000,"CL->SE"
"CN->SE",0,7303.1475,6.2733,0.0342196885666238,1347350000,9490000,"CN->SE"
"CO->SE",0,9366.4174,6.7112,0.0342196885666238,47015000,9490000,"CO->SE"
"DE->SE",0,1074.1998,2.9484,0.0342196885666238,80500000,9490000,"DE->SE"
"DK->SE",0,550.9409,2.5854,0.0342196885666238,5580000,9490000,"DK->SE"
"EC->SE",0,10494.6587,6.7865,0.0342196885666238,14483000,9490000,"EC->SE"
"ES->SE",0,2863.8652,3.866,0.0342196885666238,46185000,9490000,"ES->SE"
"FI->SE",0,533.8285,2.3228,0.0342196885666238,5408000,9490000,"FI->SE"
"FJ->SE",0,15088.2586,7.3992,0.0342196885666238,861000,9490000,"FJ->SE"
"FR->SE",0,1829.579,3.6055,0.0342196885666238,65350000,9490000,"FR->SE"
"GB->SE",0,1393.0065,2.7902,0.0342196885666238,62262000,9490000,"GB->SE"
"GF->SE",0,8385.8761,5.2944,0.0342196885666238,224000,9490000,"GF->SE"
"GR->SE",0,2499.4088,5.1149,0.0342196885666238,10787000,9490000,"GR->SE"
"HK->SE",2,8273.5353,6.9486,0.0342196885666238,7103000,9490000,"HK->SE"
"ID->SE",0,10727.4793,8.1515,0.0342196885666238,237641000,9490000,"ID->SE"
"IN->SE",0,6534.496,6.1614,0.0342196885666238,1210570000,9490000,"IN->SE"
"IS->SE",0,2065.2314,3.6644,0.0342196885666238,320000,9490000,"IS->SE"
"IT->SE",0,1946.9266,4.2366,0.0342196885666238,59464000,9490000,"IT->SE"
"JP->SE",0,8014.3214,7.0731,0.0342196885666238,127300000,9490000,"JP->SE"
"KH->SE",1,8686.4216,7.1669,0.0342196885666238,13396000,9490000,"KH->SE"
"KR->SE",0,7683.3187,7.8914,0.0342196885666238,48580000,9490000,"KR->SE"
"LA->SE",0,8065.0201,6.8269,0.0342196885666238,6256000,9490000,"LA->SE"
"LK->SE",0,7854.5828,6.8572,0.0342196885666238,20653000,9490000,"LK->SE"
"LV->SE",0,541.761,3.4178,0.0342196885666238,2070000,9490000,"LV->SE"
"MD->SE",0,1650.9916,6.5338,0.0342196885666238,3560000,9490000,"MD->SE"
"MM->SE",0,7490.5413,6.7519,0.0342196885666238,47963000,9490000,"MM->SE"
"MY->SE",0,9676.4419,6.1301,0.0342196885666238,30017000,9490000,"MY->SE"
"NL->SE",0,1161.1016,3.6988,0.0342196885666238,16838000,9490000,"NL->SE"
"NO->SE",0,471.7127,2.7364,0.0342196885666238,5009000,9490000,"NO->SE"
"NP->SE",0,6200.1305,7.9681,0.0342196885666238,26621000,9490000,"NP->SE"
"NZ->SE",0,17410.1145,7.9665,0.0342196885666238,4434000,9490000,"NZ->SE"
"PE->SE",0,11042.8145,6.8742,0.0342196885666238,30135000,9490000,"PE->SE"
"PH->SE",0,9899.0238,8.5721,0.0342196885666238,92340000,9490000,"PH->SE"
"PT->SE",0,3364.002,5.2365,0.0342196885666238,10487000,9490000,"PT->SE"
"PY->SE",0,11584.3492,8.5448,0.0342196885666238,6382000,9490000,"PY->SE"
"RO->SE",0,1688.7761,5.9518,0.0342196885666238,19043000,9490000,"RO->SE"
"RS->SE",0,1822.4268,4.9324,0.0342196885666238,7120000,9490000,"RS->SE"
"SG->SE",1,9733.4909,6.7074,0.0342196885666238,5184000,9490000,"SG->SE"
"TH->SE",0,8396.1381,5.1839,0.0342196885666238,65500000,9490000,"TH->SE"
"TW->SE",0,8470.3441,8.0025,0.0342196885666238,23293593,9490000,"TW->SE"
"UA->SE",0,1653.6966,6.0314,0.0342196885666238,45426000,9490000,"UA->SE"
"US->SE",0,7499.3282,4.6147,0.0342196885666238,3.17e+08,9490000,"US->SE"
"UY->SE",0,12411.0709,8.3649,0.0342196885666238,3251000,9490000,"UY->SE"
"VE->SE",0,8646.7964,6.8813,0.0342196885666238,27150000,9490000,"VE->SE"
"VN->SE",0,8593.8471,7.9834,0.0342196885666238,87840000,9490000,"VN->SE"
"AL->SG",0,9431.7039,8.0083,0.0342196885666238,2832000,5184000,"AL->SG"
"AR->SG",0,15769.9609,8.8441,0.0342196885666238,40117000,5184000,"AR->SG"
"AT->SG",0,9886.3602,6.3182,0.0342196885666238,8451860,5184000,"AT->SG"
"AU->SG",0,5293.6127,2.1994,0.0342196885666238,22902000,5184000,"AU->SG"
"BD->SG",1,2828.6678,3.7582,0.0342196885666238,142319000,5184000,"BD->SG"
"BG->SG",0,8909.0953,6.9323,0.0342196885666238,7284000,5184000,"BG->SG"
"BO->SG",0,17938.4178,8.6855,0.0342196885666238,10624000,5184000,"BO->SG"
"BR->SG",0,16413.5075,8.2072,0.0342196885666238,192400000,5184000,"BR->SG"
