"","Transitions","subsetDeff","subsetDgeo","Ori_Pop_Size","Dest_Pop_Size","Key"
"LK->FR",0,5.1442,8395.5205,20653000,65350000,"LK->FR"
"LV->FR",0,5.4012,1908.9066,2070000,65350000,"LV->FR"
"MD->FR",0,5.5678,1970.6844,3560000,65350000,"MD->FR"
"MM->FR",0,6.654,8627.9467,47963000,65350000,"MM->FR"
"MY->FR",0,5.6445,10808.1003,30017000,65350000,"MY->FR"
"NL->FR",0,3.5139,700.8695,16838000,65350000,"NL->FR"
"NO->FR",0,3.7835,2017.9462,5009000,65350000,"NO->FR"
"NP->FR",1,6.0992,7268.1594,26621000,65350000,"NP->FR"
"NZ->FR",0,6.6181,19095.5093,4434000,65350000,"NZ->FR"
"PE->FR",0,5.5258,9890.0279,30135000,65350000,"PE->FR"
"PH->FR",0,6.9697,11370.3702,92340000,65350000,"PH->FR"
"PT->FR",0,2.9231,1809.0095,10487000,65350000,"PT->FR"
"PY->FR",0,5.4117,9975.9677,6382000,65350000,"PY->FR"
"RO->FR",0,3.3441,1633.5923,19043000,65350000,"RO->FR"
"RS->FR",0,4.0187,1387.7879,7120000,65350000,"RS->FR"
"SE->FR",0,3.6055,1829.579,9490000,65350000,"SE->FR"
"SG->FR",0,4.9949,10731.2255,5184000,65350000,"SG->FR"
"TH->FR",0,5.0859,9512.7639,65500000,65350000,"TH->FR"
"TW->FR",0,6.4767,10042.7345,23293593,65350000,"TW->FR"
"UA->FR",0,4.3682,2195.6379,45426000,65350000,"UA->FR"
"US->FR",1,3.2663,7708.1687,3.17e+08,65350000,"US->FR"
"UY->FR",0,5.8509,10708.7105,3251000,65350000,"UY->FR"
"VE->FR",0,4.0751,7628.0053,27150000,65350000,"VE->FR"
"VN->FR",0,4.4959,9869.808,87840000,65350000,"VN->FR"
"AL->GB",0,4.2095,2091.5054,2832000,62262000,"AL->GB"
"AR->GB",2,5.1206,11825.4634,40117000,62262000,"AR->GB"
"AT->GB",1,3.4445,1317.9986,8451860,62262000,"AT->GB"
"AU->GB",6,6.0581,16056.1655,22902000,62262000,"AU->GB"
"BD->GB",0,4.4957,8174.2177,142319000,62262000,"BD->GB"
"BG->GB",0,3.3048,2391.3298,7284000,62262000,"BG->GB"
"BO->GB",0,5.523,9871.3429,10624000,62262000,"BO->GB"
"BR->GB",0,4.3808,8790.844,192400000,62262000,"BR->GB"
"BY->GB",0,4.2434,2003.4291,9460000,62262000,"BY->GB"
"CA->GB",0,3.3116,6095.8115,3.5e+07,62262000,"CA->GB"
"CH->GB",0,2.6693,995.2452,7952000,62262000,"CH->GB"
"CL->GB",0,5.617,11598.593,17402000,62262000,"CL->GB"
"CN->GB",6,5.227,8693.0354,1347350000,62262000,"CN->GB"
"CO->GB",0,4.644,8179.3961,47015000,62262000,"CO->GB"
"DE->GB",0,2.7611,854.1712,80500000,62262000,"DE->GB"
"DK->GB",0,3.0226,894.2933,5580000,62262000,"DK->GB"
"EC->GB",0,4.7193,9280.2259,14483000,62262000,"EC->GB"
"ES->GB",0,1.9702,1667.0978,46185000,62262000,"ES->GB"
"FI->GB",0,3.4634,1911.9183,5408000,62262000,"FI->GB"
"FJ->GB",0,5.3319,16107.2346,861000,62262000,"FJ->GB"
"FR->GB",0,2.5953,927.8282,65350000,62262000,"FR->GB"
"GF->GB",0,4.2842,7012.4613,224000,62262000,"GF->GB"
"GR->GB",0,3.1281,2680.1469,10787000,62262000,"GR->GB"
"HK->GB",0,4.1584,9654.7029,7103000,62262000,"HK->GB"
"ID->GB",0,5.7401,12026.8279,237641000,62262000,"ID->GB"
"IN->GB",4,3.3712,7657.8676,1210570000,62262000,"IN->GB"
"IS->GB",0,2.4308,1686.3656,320000,62262000,"IS->GB"
"IT->GB",0,2.5467,1571.2909,59464000,62262000,"IT->GB"
"JP->GB",1,4.5208,9352.1346,127300000,62262000,"JP->GB"
"KH->GB",0,6.2997,9990.4604,13396000,62262000,"KH->GB"
"KR->GB",1,5.5693,9054.1319,48580000,62262000,"KR->GB"
"LA->GB",0,5.9597,9382.4138,6256000,62262000,"LA->GB"
"LK->GB",0,4.067,8855.9749,20653000,62262000,"LK->GB"
"LV->GB",0,2.8058,1729.9777,2070000,62262000,"LV->GB"
"MD->GB",0,5.6423,2318.9264,3560000,62262000,"MD->GB"
"MM->GB",0,5.8848,8772.9655,47963000,62262000,"MM->GB"
"MY->GB",1,4.2513,10970.1248,30017000,62262000,"MY->GB"
"NL->GB",0,2.4154,528.3769,16838000,62262000,"NL->GB"
"NO->GB",0,2.6709,1366.0692,5009000,62262000,"NO->GB"
"NP->GB",0,5.3726,7444.8431,26621000,62262000,"NP->GB"
"NZ->GB",3,5.8993,18686.0534,4434000,62262000,"NZ->GB"
"PE->GB",0,4.807,9745.5799,30135000,62262000,"PE->GB"
"PH->GB",0,6.5048,11283.8931,92340000,62262000,"PH->GB"
"PT->GB",0,2.4463,1988.8752,10487000,62262000,"PT->GB"
"PY->GB",0,6.225,10191.507,6382000,62262000,"PY->GB"
"RO->GB",0,4.1334,2097.6211,19043000,62262000,"RO->GB"
"RS->GB",0,3.9395,1979.4852,7120000,62262000,"RS->GB"
"SE->GB",0,2.7902,1393.0065,9490000,62262000,"SE->GB"
"SG->GB",0,3.9171,10975.3513,5184000,62262000,"SG->GB"
"TH->GB",0,4.3167,9676.4664,65500000,62262000,"TH->GB"
"TW->GB",0,5.9353,9862.9402,23293593,62262000,"TW->GB"
"UA->GB",0,4.3656,2472.1854,45426000,62262000,"UA->GB"
"US->GB",7,2.5475,6928.3089,3.17e+08,62262000,"US->GB"
"UY->GB",0,6.4692,11029.547,3251000,62262000,"UY->GB"
"VE->GB",0,4.8141,7384.6213,27150000,62262000,"VE->GB"
"VN->GB",0,7.0008,9930.0012,87840000,62262000,"VN->GB"
"AL->GF",0,5.9947,8165.7171,2832000,224000,"AL->GF"
"AR->GF",0,5.6167,4987.0772,40117000,224000,"AR->GF"
"AT->GF",0,5.6297,7865.7449,8451860,224000,"AT->GF"
"AU->GF",1,8.4658,16972.6389,22902000,224000,"AU->GF"
"BD->GF",0,8.4549,14970.4272,142319000,224000,"BD->GF"
"BG->GF",0,5.7337,8718.3861,7284000,224000,"BG->GF"
"BO->GF",0,5.9476,2858.9235,10624000,224000,"BO->GF"
"BR->GF",0,3.6105,2423.7215,192400000,224000,"BR->GF"
"BY->GF",0,6.155,8947.8843,9460000,224000,"BY->GF"
"CA->GF",0,5.6023,6427.5351,3.5e+07,224000,"CA->GF"
"CH->GF",0,4.7138,7383.2695,7952000,224000,"CH->GF"
"CL->GF",0,6.2825,4615.1252,17402000,224000,"CL->GF"
"CN->GF",0,6.1454,15651.2933,1347350000,224000,"CN->GF"
"CO->GF",0,6.291,2572.0327,47015000,224000,"CO->GF"
"DE->GF",0,4.5667,7672.2313,80500000,224000,"DE->GF"
"DK->GF",0,5.3106,7906.2246,5580000,224000,"DK->GF"
"EC->GF",0,7.127,3059.3491,14483000,224000,"EC->GF"
"ES->GF",0,4.5588,6047.8557,46185000,224000,"ES->GF"
"FI->GF",0,5.8684,8869.9581,5408000,224000,"FI->GF"
"FJ->GF",0,7.7397,14419.2601,861000,224000,"FJ->GF"
"FR->GF",1,1.6889,7007.6115,65350000,224000,"FR->GF"
"GB->GF",0,4.2842,7012.4613,62262000,224000,"GB->GF"
"GR->GF",0,5.5926,8587.443,10787000,224000,"GR->GF"
"HK->GF",0,7.0011,16654.6744,7103000,224000,"HK->GF"
"ID->GF",0,8.5067,18475.3458,237641000,224000,"ID->GF"
"IN->GF",0,5.7866,14055.3207,1210570000,224000,"IN->GF"
"IS->GF",0,5.8881,7000.9526,320000,224000,"IS->GF"
"IT->GF",0,4.332,7571.1594,59464000,224000,"IT->GF"
"JP->GF",0,6.0166,15420.137,127300000,224000,"JP->GF"
"KH->GF",0,8.1715,16805.6742,13396000,224000,"KH->GF"
"KR->GF",0,6.9198,15513.574,48580000,224000,"KR->GF"
"LA->GF",0,8.4178,16279.8192,6256000,224000,"LA->GF"
"LK->GF",0,6.833,14555.2489,20653000,224000,"LK->GF"
"LV->GF",0,7.0901,8734.5016,2070000,224000,"LV->GF"
"MD->GF",0,7.2567,8958.7598,3560000,224000,"MD->GF"
"MM->GF",0,8.3429,15583.3103,47963000,224000,"MM->GF"
"MY->GF",0,7.3334,17628.5648,30017000,224000,"MY->GF"
"NL->GF",0,5.1376,7398.9737,16838000,224000,"NL->GF"
"NO->GF",0,5.4724,8211.9501,5009000,224000,"NO->GF"
"NP->GF",0,7.788,14222.4598,26621000,224000,"NP->GF"
"NZ->GF",0,8.307,13935.6629,4434000,224000,"NZ->GF"
"PE->GF",0,7.2147,2984.2433,30135000,224000,"PE->GF"
"PH->GF",0,8.6586,18251.5108,92340000,224000,"PH->GF"
"PT->GF",0,4.6119,5198.8204,10487000,224000,"PT->GF"
"PY->GF",0,5.4547,3388.3685,6382000,224000,"PY->GF"
"RO->GF",0,5.033,8589.5818,19043000,224000,"RO->GF"
"RS->GF",0,5.7076,8280.9316,7120000,224000,"RS->GF"
"SE->GF",0,5.2944,8385.8761,9490000,224000,"SE->GF"
"SG->GF",0,6.6838,17304.1893,5184000,224000,"SG->GF"
"TH->GF",0,6.7748,16415.0091,65500000,224000,"TH->GF"
"TW->GF",0,8.1655,16740.3981,23293593,224000,"TW->GF"
"UA->GF",0,6.057,9196.7178,45426000,224000,"UA->GF"
"US->GF",1,4.9552,5727.4302,3.17e+08,224000,"US->GF"
"UY->GF",0,5.8939,4426.7446,3251000,224000,"UY->GF"
"VE->GF",0,5.764,1643.4564,27150000,224000,"VE->GF"
"VN->GF",0,6.1848,16871.4261,87840000,224000,"VN->GF"
"AL->GR",0,3.473,593.6679,2832000,10787000,"AL->GR"
"AR->GR",0,7.3767,12558.5227,40117000,10787000,"AR->GR"
"AT->GR",0,4.0251,1377.6353,8451860,10787000,"AT->GR"
"AU->GR",0,8.2046,14228.3696,22902000,10787000,"AU->GR"
"BD->GR",0,7.6238,6387.7604,142319000,10787000,"BD->GR"
"BG->GR",0,3.8864,536.4302,7284000,10787000,"BG->GR"
"BO->GR",0,7.8582,11260.6258,10624000,10787000,"BO->GR"
"BR->GR",0,5.9186,9615.2074,192400000,10787000,"BR->GR"
"BY->GR",1,4.9546,1770.9175,9460000,10787000,"BY->GR"
"CA->GR",0,5.6799,8743.0611,3.5e+07,10787000,"CA->GR"
"CH->GR",1,4.077,1718.6924,7952000,10787000,"CH->GR"
"CL->GR",0,7.8731,12671.4181,17402000,10787000,"CL->GR"
"CN->GR",0,6.392,7665.4826,1347350000,10787000,"CN->GR"
"CO->GR",0,6.9792,10384.5456,47015000,10787000,"CO->GR"
"DE->GR",0,2.1665,1882.2254,80500000,10787000,"DE->GR"
"DK->GR",0,4.8671,2296.5045,5580000,10787000,"DK->GR"
"EC->GR",0,7.0545,11373.63,14483000,10787000,"EC->GR"
"ES->GR",0,4.2264,2621.377,46185000,10787000,"ES->GR"
"FI->GR",0,5.0218,2752.8554,5408000,10787000,"FI->GR"
"FJ->GR",0,7.6671,16507.0654,861000,10787000,"FJ->GR"
"FR->GR",0,3.9037,1980.114,65350000,10787000,"FR->GR"
"GB->GR",4,3.1281,2680.1469,62262000,10787000,"GB->GR"
"GF->GR",0,5.5926,8587.443,224000,10787000,"GF->GR"
"HK->GR",0,7.2865,8401.1853,7103000,10787000,"HK->GR"
"ID->GR",0,7.8282,10117.0733,237641000,10787000,"ID->GR"
"IN->GR",0,5.8761,5530.1035,1210570000,10787000,"IN->GR"
"IS->GR",0,5.5588,4242.4171,320000,10787000,"IS->GR"
"IT->GR",0,3.1539,1216.1576,59464000,10787000,"IT->GR"
"JP->GR",0,6.8463,9139.0916,127300000,10787000,"JP->GR"
"KH->GR",0,7.7843,8218.7347,13396000,10787000,"KH->GR"
"KR->GR",0,7.1094,8601.1006,48580000,10787000,"KR->GR"
"LA->GR",0,7.4442,7708.2451,6256000,10787000,"LA->GR"
"LK->GR",0,6.6287,6465.9776,20653000,10787000,"LK->GR"
"LV->GR",0,5.0093,2096.4868,2070000,10787000,"LV->GR"
"MD->GR",0,4.7231,1031.8605,3560000,10787000,"MD->GR"
"MM->GR",0,7.3693,6998.2246,47963000,10787000,"MM->GR"
"MY->GR",0,7.3794,9099.6811,30017000,10787000,"MY->GR"
"NL->GR",0,4.2554,2171.899,16838000,10787000,"NL->GR"
"NO->GR",0,5.4516,2945.9516,5009000,10787000,"NO->GR"
"NP->GR",0,7.8775,5643.8984,26621000,10787000,"NP->GR"
"NZ->GR",1,8.2345,17296.4552,4434000,10787000,"NZ->GR"
"PE->GR",0,7.1422,11561.7683,30135000,10787000,"PE->GR"
"PH->GR",0,8.84,9963.294,92340000,10787000,"PH->GR"
"PT->GR",0,5.0672,3571.8047,10487000,10787000,"PT->GR"
"PY->GR",0,7.7629,11111.8193,6382000,10787000,"PY->GR"
"RO->GR",0,3.8701,818.6459,19043000,10787000,"RO->GR"
"RS->GR",0,4.7116,727.4855,7120000,10787000,"RS->GR"
"SE->GR",0,5.1149,2499.4088,9490000,10787000,"SE->GR"
"SG->GR",0,6.0052,8941.0669,5184000,10787000,"SG->GR"
"TH->GR",0,5.8013,7834.6747,65500000,10787000,"TH->GR"
"TW->GR",0,8.2705,8844.0565,23293593,10787000,"TW->GR"
"UA->GR",0,5.185,1238.9054,45426000,10787000,"UA->GR"
"US->GR",0,4.8827,9608.3859,3.17e+08,10787000,"US->GR"
"UY->GR",0,8.2021,11603.6337,3251000,10787000,"UY->GR"
"VE->GR",0,6.533,9447.0335,27150000,10787000,"VE->GR"
"VN->GR",0,7.8743,8311.0832,87840000,10787000,"VN->GR"
"AL->HK",0,7.8552,8724.5523,2832000,7103000,"AL->HK"
"AR->HK",2,7.1532,18235.7316,40117000,7103000,"AR->HK"
"AT->HK",0,7.1917,8896.5448,8451860,7103000,"AT->HK"
"AU->HK",6,3.1412,6407.9869,22902000,7103000,"AU->HK"
"BD->HK",0,4.171,2311.2914,142319000,7103000,"BD->HK"
"BG->HK",0,7.4632,8163.5296,7284000,7103000,"BG->HK"
"BO->HK",0,6.97,19450.4382,10624000,7103000,"BO->HK"
"BR->HK",1,6.4917,17884.8959,192400000,7103000,"BR->HK"
"BY->HK",0,7.9123,7761.0024,9460000,7103000,"BY->HK"
"CA->HK",0,4.3492,11530.9814,3.5e+07,7103000,"CA->HK"
"CH->HK",0,6.0045,9366.1731,7952000,7103000,"CH->HK"
"CL->HK",0,7.179,18767.121,17402000,7103000,"CL->HK"
"CN->HK",38,1.8724,1042.5784,1347350000,7103000,"CN->HK"
"CO->HK",0,6.091,16514.1657,47015000,7103000,"CO->HK"
"DE->HK",0,5.1242,9035.1444,80500000,7103000,"DE->HK"
"DK->HK",1,6.9593,8763.5035,5580000,7103000,"DK->HK"
"EC->HK",0,6.1663,17335.3735,14483000,7103000,"EC->HK"
"ES->HK",0,6.1286,10760.3824,46185000,7103000,"ES->HK"
"FI->HK",0,6.1886,7785.2623,5408000,7103000,"FI->HK"
"FJ->HK",0,4.9963,8222.9034,861000,7103000,"FJ->HK"
"FR->HK",1,5.3122,9741.0003,65350000,7103000,"FR->HK"
"GB->HK",0,4.1584,9654.7029,62262000,7103000,"GB->HK"
"GF->HK",0,7.0011,16654.6744,224000,7103000,"GF->HK"
"GR->HK",0,7.2865,8401.1853,10787000,7103000,"GR->HK"
"ID->HK",0,3.5538,2845.4526,237641000,7103000,"ID->HK"
"IN->HK",0,5.2079,3555.208,1210570000,7103000,"IN->HK"
"IS->HK",0,6.4521,9713.0246,320000,7103000,"IS->HK"
"IT->HK",0,6.1925,9262.3873,59464000,7103000,"IT->HK"
"JP->HK",5,3.0278,2594.7516,127300000,7103000,"JP->HK"
"KH->HK",0,4.4083,1490.1333,13396000,7103000,"KH->HK"
"KR->HK",2,3.4656,2011.5568,48580000,7103000,"KR->HK"
"LA->HK",0,4.3449,1276.7964,6256000,7103000,"LA->HK"
"LK->HK",0,6.2748,4012.0237,20653000,7103000,"LK->HK"
"LV->HK",0,6.9643,7944.4628,2070000,7103000,"LV->HK"
"MD->HK",0,8.5409,7849.353,3560000,7103000,"MD->HK"
"MM->HK",0,4.2699,1870.3095,47963000,7103000,"MM->HK"
"MY->HK",4,3.5108,2085.405,30017000,7103000,"MY->HK"
"NL->HK",0,5.3652,9291.6545,16838000,7103000,"NL->HK"
"NO->HK",0,6.8293,8443.1937,5009000,7103000,"NO->HK"
"NP->HK",0,4.5468,2931.4602,26621000,7103000,"NP->HK"
"NZ->HK",1,4.1658,9355.9326,4434000,7103000,"NZ->HK"
"PE->HK",0,6.254,18351.3804,30135000,7103000,"PE->HK"
"PH->HK",0,2.4706,1633.6206,92340000,7103000,"PH->HK"
"PT->HK",0,6.6047,11531.3762,10487000,7103000,"PT->HK"
"PY->HK",0,8.3359,19088.5943,6382000,7103000,"PY->HK"
"RO->HK",0,8.1275,8236.3068,19043000,7103000,"RO->HK"
"RS->HK",0,8.0863,8566.8874,7120000,7103000,"RS->HK"
"SE->HK",0,6.9486,8273.5353,9490000,7103000,"SE->HK"
"SG->HK",0,3.1654,2563.7853,5184000,7103000,"SG->HK"
"TH->HK",1,2.7019,1725.6561,65500000,7103000,"TH->HK"
"TW->HK",0,1.8154,697.9277,23293593,7103000,"TW->HK"
"UA->HK",0,7.8637,7596.6201,45426000,7103000,"UA->HK"
"US->HK",5,3.9945,12628.5264,3.17e+08,7103000,"US->HK"
"UY->HK",0,8.5387,18281.952,3251000,7103000,"UY->HK"
"VE->HK",0,6.2611,16420.533,27150000,7103000,"VE->HK"
"VN->HK",1,3.2709,1027.7719,87840000,7103000,"VN->HK"
"AL->ID",0,9.8312,10591.2963,2832000,237641000,"AL->ID"
"AR->ID",0,9.1217,15390.6762,40117000,237641000,"AR->ID"
"AT->ID",0,6.8652,11003.5279,8451860,237641000,"AT->ID"
"AU->ID",0,3.3562,4142.0196,22902000,237641000,"AU->ID"
"BD->ID",0,5.5181,3858.2231,142319000,237641000,"BD->ID"
"BG->ID",0,8.7553,10058.2126,7284000,237641000,"BG->ID"
"BO->ID",0,8.9385,17744.5115,10624000,237641000,"BO->ID"
"BR->ID",0,8.4602,16972.1716,192400000,237641000,"BR->ID"
"BY->ID",0,9.1509,10028.5479,9460000,237641000,"BY->ID"
"CA->ID",0,7.3135,14179.7686,3.5e+07,237641000,"CA->ID"
"CH->ID",0,7.2124,11490.3586,7952000,237641000,"CH->ID"
"CL->ID",0,9.1475,15991.2601,17402000,237641000,"CL->ID"
"CN->ID",0,4.4512,3874.9176,1347350000,237641000,"CN->ID"
"CO->ID",0,8.0595,18879.5156,47015000,237641000,"CO->ID"
"DE->ID",0,6.3628,11275.5235,80500000,237641000,"DE->ID"
"DK->ID",0,7.9737,11144.5985,5580000,237641000,"DK->ID"
"EC->ID",0,8.1348,18482.4217,14483000,237641000,"EC->ID"
"ES->ID",0,7.7103,12723.5966,46185000,237641000,"ES->ID"
"FI->ID",0,8.3297,10298.3035,5408000,237641000,"FI->ID"
"FJ->ID",0,5.2114,7111.7619,861000,237641000,"FJ->ID"
"FR->ID",0,6.8178,11857.4158,65350000,237641000,"FR->ID"
"GB->ID",0,5.7401,12026.8279,62262000,237641000,"GB->ID"
"GF->ID",0,8.5067,18475.3458,224000,237641000,"GF->ID"
"GR->ID",0,7.8282,10117.0733,10787000,237641000,"GR->ID"
"HK->ID",1,3.5538,2845.4526,7103000,237641000,"HK->ID"
"IN->ID",0,4.8108,4588.0375,1210570000,237641000,"IN->ID"
"IS->ID",0,8.1709,12415.4297,320000,237641000,"IS->ID"
"IT->ID",0,8.1685,11216.6599,59464000,237641000,"IT->ID"
"JP->ID",0,3.5046,4915.1855,127300000,237641000,"JP->ID"
"KH->ID",0,5.3316,2041.1578,13396000,237641000,"KH->ID"
"KR->ID",0,4.2682,4576.9134,48580000,237641000,"KR->ID"
"LA->ID",0,5.6783,2666.0431,6256000,237641000,"LA->ID"
"LK->ID",0,4.9868,3939.5393,20653000,237641000,"LK->ID"
"LV->ID",0,8.546,10305.3086,2070000,237641000,"LV->ID"
"MD->ID",0,9.9481,9887.2789,3560000,237641000,"MD->ID"
"MM->ID",0,4.6647,3254.5771,47963000,237641000,"MM->ID"
"MY->ID",0,2.0214,1057.0576,30017000,237641000,"MY->ID"
"NL->ID",0,6.587,11577.539,16838000,237641000,"NL->ID"
"NO->ID",0,8.411,10987.1155,5009000,237641000,"NO->ID"
"NP->ID",0,5.9875,4598.2245,26621000,237641000,"NP->ID"
"NZ->ID",0,4.7064,7267.576,4434000,237641000,"NZ->ID"
"PE->ID",0,8.2225,18268.5172,30135000,237641000,"PE->ID"
"PH->ID",0,4.8162,1816.2327,92340000,237641000,"PH->ID"
"PT->ID",0,8.1864,13640.5678,10487000,237641000,"PT->ID"
"PY->ID",0,10.3044,16713.3283,6382000,237641000,"PY->ID"
"RO->ID",0,9.3661,10230.3159,19043000,237641000,"RO->ID"
"RS->ID",0,9.3249,10512.0834,7120000,237641000,"RS->ID"
"SE->ID",0,8.1515,10727.4793,9490000,237641000,"SE->ID"
"SG->ID",0,1.823,1206.5995,5184000,237641000,"SG->ID"
"TH->ID",0,4.0353,2354.0289,65500000,237641000,"TH->ID"
"TW->ID",0,3.6309,3103.9902,23293593,237641000,"TW->ID"
"UA->ID",0,9.6179,9670.4293,45426000,237641000,"UA->ID"
"US->ID",0,5.963,15128.7916,3.17e+08,237641000,"US->ID"
"UY->ID",0,10.5072,15631.0187,3251000,237641000,"UY->ID"
"VE->ID",0,8.2296,19265.961,27150000,237641000,"VE->ID"
"VN->ID",0,4.9066,2179.3475,87840000,237641000,"VN->ID"
"AL->IN",0,7.0215,6018.114,2832000,1210570000,"AL->IN"
"AR->IN",2,8.4917,16137.552,40117000,1210570000,"AR->IN"
"AT->IN",1,4.92,6499.7934,8451860,1210570000,"AT->IN"
"AU->IN",1,5.1873,8707.5556,22902000,1210570000,"AU->IN"
"BD->IN",3,3.0314,1263.1078,142319000,1210570000,"BD->IN"
"BG->IN",0,6.1021,5499.7497,7284000,1210570000,"BG->IN"
"BO->IN",0,8.5547,16361.5312,10624000,1210570000,"BO->IN"
"BR->IN",2,7.4618,14357.4325,192400000,1210570000,"BR->IN"
"BY->IN",0,6.4977,5681.0813,9460000,1210570000,"BY->IN"
"CA->IN",0,5.7748,12248.5005,3.5e+07,1210570000,"CA->IN"
"CH->IN",0,5.2543,6979.7466,7952000,1210570000,"CH->IN"
"CL->IN",0,8.7637,16831.3847,17402000,1210570000,"CL->IN"
"CN->IN",8,5.4491,3441.478,1347350000,1210570000,"CN->IN"
"CO->IN",1,7.6756,15830.065,47015000,1210570000,"CO->IN"
"DE->IN",0,3.7096,6839.0941,80500000,1210570000,"DE->IN"
"DK->IN",0,6.3938,6835.5852,5580000,1210570000,"DK->IN"
"EC->IN",0,7.7509,16888.6756,14483000,1210570000,"EC->IN"
"ES->IN",0,5.3414,8143.9694,46185000,1210570000,"ES->IN"
"FI->IN",0,6.5649,6231.1954,5408000,1210570000,"FI->IN"
"FJ->IN",0,7.0424,11492.173,861000,1210570000,"FJ->IN"
"FR->IN",0,4.0978,7333.215,65350000,1210570000,"FR->IN"
"GB->IN",1,3.3712,7657.8676,62262000,1210570000,"GB->IN"
"GF->IN",0,5.7866,14055.3207,224000,1210570000,"GF->IN"
"GR->IN",0,5.8761,5530.1035,10787000,1210570000,"GR->IN"
"HK->IN",1,5.2079,3555.208,7103000,1210570000,"HK->IN"
"ID->IN",0,4.8108,4588.0375,237641000,1210570000,"ID->IN"
"IS->IN",0,5.8019,8525.8184,320000,1210570000,"IS->IN"
"IT->IN",0,5.3588,6653.3465,59464000,1210570000,"IT->IN"
"JP->IN",0,5.8416,5683.1959,127300000,1210570000,"JP->IN"
"KH->IN",0,5.3503,2792.4243,13396000,1210570000,"KH->IN"
"KR->IN",0,5.461,4969.4129,48580000,1210570000,"KR->IN"
"LA->IN",0,5.0103,2434.7017,6256000,1210570000,"LA->IN"
"LK->IN",0,2.1794,1499.3609,20653000,1210570000,"LK->IN"
"LV->IN",0,6.177,6032.2276,2070000,1210570000,"LV->IN"
"MD->IN",0,7.295,5388.0524,3560000,1210570000,"MD->IN"
"MM->IN",0,3.9973,1716.4448,47963000,1210570000,"MM->IN"
"MY->IN",1,3.5004,3587.0371,30017000,1210570000,"MY->IN"
"NL->IN",0,4.6053,7160.13,16838000,1210570000,"NL->IN"
"NO->IN",0,6.042,6905.7087,5009000,1210570000,"NO->IN"
"NP->IN",1,2.0014,981.786,26621000,1210570000,"NP->IN"
"NZ->IN",2,6.5083,11821.3618,4434000,1210570000,"NZ->IN"
"PE->IN",0,7.8386,17031.8898,30135000,1210570000,"PE->IN"
"PH->IN",0,5.9812,4764.111,92340000,1210570000,"PH->IN"
"PT->IN",0,5.8175,9077.1033,10487000,1210570000,"PT->IN"
"PY->IN",0,9.306,15609.5188,6382000,1210570000,"PY->IN"
"RO->IN",0,6.713,5700.5323,19043000,1210570000,"RO->IN"
"RS->IN",0,6.6718,5958.9082,7120000,1210570000,"RS->IN"
"SE->IN",0,6.1614,6534.496,9490000,1210570000,"SE->IN"
"SG->IN",0,2.9879,3414.0246,5184000,1210570000,"SG->IN"
"TH->IN",0,3.3673,2380.4882,65500000,1210570000,"TH->IN"
"TW->IN",0,6.0664,4220.0465,23293593,1210570000,"TW->IN"
"UA->IN",0,5.8368,5199.4972,45426000,1210570000,"UA->IN"
"US->IN",3,5.5792,13468.2998,3.17e+08,1210570000,"US->IN"
"UY->IN",0,9.7452,15362.5018,3251000,1210570000,"UY->IN"
"VE->IN",0,7.8458,14956.7686,27150000,1210570000,"VE->IN"
"VN->IN",1,6.0715,3016.876,87840000,1210570000,"VN->IN"
"AL->IS",0,6.6402,3681.5278,2832000,320000,"AL->IS"
"AR->IS",1,5.6163,11987.8958,40117000,320000,"AR->IS"
"AT->IS",0,5.6401,2872.8382,8451860,320000,"AT->IS"
"AU->IS",0,5.9683,15886.6066,22902000,320000,"AU->IS"
"BD->IS",0,6.9265,8743.1947,142319000,320000,"BD->IS"
"BG->IS",0,5.7355,3853.8951,7284000,320000,"BG->IS"
"BO->IS",0,5.4332,9756.0642,10624000,320000,"BO->IS"
"BR->IS",0,4.9548,9162.8721,192400000,320000,"BR->IS"
"BY->IS",0,6.2582,3017.116,9460000,320000,"BY->IS"
"CA->IS",0,3.8081,4508.8201,3.5e+07,320000,"CA->IS"
"CH->IS",0,5.1001,2658.2026,7952000,320000,"CH->IS"
"CL->IS",0,5.6422,11556.8545,17402000,320000,"CL->IS"
"CN->IS",0,6.6294,8679.1695,1347350000,320000,"CN->IS"
"CO->IS",0,4.5541,7488.2326,47015000,320000,"CO->IS"
"DE->IS",0,3.47,2365.6893,80500000,320000,"DE->IS"
"DK->IS",0,2.5129,1989.1328,5580000,320000,"DK->IS"
"EC->IS",0,4.6294,8630.9412,14483000,320000,"EC->IS"
"ES->IS",0,4.401,3113.659,46185000,320000,"ES->IS"
"FI->IS",0,5.5005,2295.6022,5408000,320000,"FI->IS"
"FJ->IS",0,5.2421,14658.5371,861000,320000,"FJ->IS"
"FR->IS",0,4.1992,2610.0465,65350000,320000,"FR->IS"
"GB->IS",0,2.4308,1686.3656,62262000,320000,"GB->IS"
"GF->IS",0,5.8881,7000.9526,224000,320000,"GF->IS"
"GR->IS",0,5.5588,4242.4171,10787000,320000,"GR->IS"
"HK->IS",0,6.4521,9713.0246,7103000,320000,"HK->IS"
"ID->IS",0,8.1709,12415.4297,237641000,320000,"ID->IS"
"IN->IS",0,5.8019,8525.8184,1210570000,320000,"IN->IS"
"IT->IS",0,4.9775,3234.9296,59464000,320000,"IT->IS"
"JP->IS",0,4.916,8755.9951,127300000,320000,"JP->IS"
