"","Transitions","subsetDeff","subsetDgeo","Ori_Pop_Size","Dest_Pop_Size","Key"
"DK->SE",0,2.5854,550.9409,5580000,9490000,"DK->SE"
"EC->SE",0,6.7865,10494.6587,14483000,9490000,"EC->SE"
"ES->SE",0,3.866,2863.8652,46185000,9490000,"ES->SE"
"FI->SE",0,2.3228,533.8285,5408000,9490000,"FI->SE"
"FJ->SE",0,7.3992,15088.2586,861000,9490000,"FJ->SE"
"FR->SE",0,3.6055,1829.579,65350000,9490000,"FR->SE"
"GB->SE",0,2.7902,1393.0065,62262000,9490000,"GB->SE"
"GF->SE",0,5.2944,8385.8761,224000,9490000,"GF->SE"
"GR->SE",0,5.1149,2499.4088,10787000,9490000,"GR->SE"
"HK->SE",1,6.9486,8273.5353,7103000,9490000,"HK->SE"
"ID->SE",0,8.1515,10727.4793,237641000,9490000,"ID->SE"
"IN->SE",0,6.1614,6534.496,1210570000,9490000,"IN->SE"
"IS->SE",0,3.6644,2065.2314,320000,9490000,"IS->SE"
"IT->SE",0,4.2366,1946.9266,59464000,9490000,"IT->SE"
"JP->SE",0,7.0731,8014.3214,127300000,9490000,"JP->SE"
"KH->SE",1,7.1669,8686.4216,13396000,9490000,"KH->SE"
"KR->SE",0,7.8914,7683.3187,48580000,9490000,"KR->SE"
"LA->SE",0,6.8269,8065.0201,6256000,9490000,"LA->SE"
"LK->SE",0,6.8572,7854.5828,20653000,9490000,"LK->SE"
"LV->SE",0,3.4178,541.761,2070000,9490000,"LV->SE"
"MD->SE",0,6.5338,1650.9916,3560000,9490000,"MD->SE"
"MM->SE",0,6.7519,7490.5413,47963000,9490000,"MM->SE"
"MY->SE",0,6.1301,9676.4419,30017000,9490000,"MY->SE"
"NL->SE",0,3.6988,1161.1016,16838000,9490000,"NL->SE"
"NO->SE",0,2.7364,471.7127,5009000,9490000,"NO->SE"
"NP->SE",0,7.9681,6200.1305,26621000,9490000,"NP->SE"
"NZ->SE",0,7.9665,17410.1145,4434000,9490000,"NZ->SE"
"PE->SE",0,6.8742,11042.8145,30135000,9490000,"PE->SE"
"PH->SE",1,8.5721,9899.0238,92340000,9490000,"PH->SE"
"PT->SE",0,5.2365,3364.002,10487000,9490000,"PT->SE"
"PY->SE",0,8.5448,11584.3492,6382000,9490000,"PY->SE"
"RO->SE",0,5.9518,1688.7761,19043000,9490000,"RO->SE"
"RS->SE",0,4.9324,1822.4268,7120000,9490000,"RS->SE"
"SG->SE",1,6.7074,9733.4909,5184000,9490000,"SG->SE"
"TH->SE",0,5.1839,8396.1381,65500000,9490000,"TH->SE"
"TW->SE",0,8.0025,8470.3441,23293593,9490000,"TW->SE"
"UA->SE",0,6.0314,1653.6966,45426000,9490000,"UA->SE"
"US->SE",0,4.6147,7499.3282,3.17e+08,9490000,"US->SE"
"UY->SE",0,8.3649,12411.0709,3251000,9490000,"UY->SE"
"VE->SE",0,6.8813,8646.7964,27150000,9490000,"VE->SE"
"VN->SE",0,7.9834,8593.8471,87840000,9490000,"VN->SE"
"AL->SG",0,8.0083,9431.7039,2832000,5184000,"AL->SG"
"AR->SG",0,8.8441,15769.9609,40117000,5184000,"AR->SG"
"AT->SG",0,6.3182,9886.3602,8451860,5184000,"AT->SG"
"AU->SG",1,2.1994,5293.6127,22902000,5184000,"AU->SG"
"BD->SG",1,3.7582,2828.6678,142319000,5184000,"BD->SG"
"BG->SG",0,6.9323,8909.0953,7284000,5184000,"BG->SG"
"BO->SG",0,8.6855,17938.4178,10624000,5184000,"BO->SG"
"BR->SG",0,8.2072,16413.5075,192400000,5184000,"BR->SG"
"BY->SG",0,7.3279,8972.3754,9460000,5184000,"BY->SG"
"CA->SG",0,7.0605,14076.6371,3.5e+07,5184000,"CA->SG"
"CH->SG",0,5.3894,10370.8393,7952000,5184000,"CH->SG"
"CL->SG",0,8.1029,16505.3918,17402000,5184000,"CL->SG"
"CN->SG",3,2.9515,3456.2374,1347350000,5184000,"CN->SG"
"CO->SG",0,7.8065,18991.5341,47015000,5184000,"CO->SG"
"DE->SG",0,4.5398,10190.7536,80500000,5184000,"DE->SG"
"DK->SG",0,6.1508,10111.4149,5580000,5184000,"DK->SG"
"EC->SG",0,7.8818,19674.9155,14483000,5184000,"EC->SG"
"ES->SG",0,5.8874,11557.7048,46185000,5184000,"ES->SG"
"FI->SG",0,7.2592,9342.334,5408000,5184000,"FI->SG"
"FJ->SG",0,4.0545,8309.928,861000,5184000,"FJ->SG"
"FR->SG",0,4.9949,10731.2255,65350000,5184000,"FR->SG"
"GB->SG",1,3.9171,10975.3513,62262000,5184000,"GB->SG"
"GF->SG",0,6.6838,17304.1893,224000,5184000,"GF->SG"
"GR->SG",0,6.0052,8941.0669,10787000,5184000,"GR->SG"
"HK->SG",2,3.1654,2563.7853,7103000,5184000,"HK->SG"
"ID->SG",0,1.823,1206.5995,237641000,5184000,"ID->SG"
"IN->SG",2,2.9879,3414.0246,1210570000,5184000,"IN->SG"
"IS->SG",0,6.3479,11554.3325,320000,5184000,"IS->SG"
"IT->SG",0,6.3455,10065.0605,59464000,5184000,"IT->SG"
"JP->SG",1,3.4011,5043.363,127300000,5184000,"JP->SG"
"KH->SG",0,3.5086,1237.0706,13396000,5184000,"KH->SG"
"KR->SG",1,3.9377,4545.0388,48580000,5184000,"KR->SG"
"LA->SG",0,4.1758,1854.6661,6256000,5184000,"LA->SG"
"LK->SG",0,3.1638,2748.9946,20653000,5184000,"LK->SG"
"LV->SG",0,6.723,9278.4915,2070000,5184000,"LV->SG"
"MD->SG",0,8.1252,8769.1657,3560000,5184000,"MD->SG"
"MM->SG",0,2.8418,2266.9817,47963000,5184000,"MM->SG"
"MY->SG",0,2.4686,574.4626,30017000,5184000,"MY->SG"
"NL->SG",1,5.0241,10502.5661,16838000,5184000,"NL->SG"
"NO->SG",0,6.588,10035.5934,5009000,5184000,"NO->SG"
"NP->SG",0,4.9893,3536.7163,26621000,5184000,"NP->SG"
"NZ->SG",1,3.5204,8411.2238,4434000,5184000,"NZ->SG"
"PE->SG",0,7.9695,19065.2037,30135000,5184000,"PE->SG"
"PH->SG",0,2.9933,2309.1788,92340000,5184000,"PH->SG"
"PT->SG",0,6.3635,12490.0732,10487000,5184000,"PT->SG"
"PY->SG",0,10.0514,16706.0701,6382000,5184000,"PY->SG"
"RO->SG",0,7.5432,9098.0298,19043000,5184000,"RO->SG"
"RS->SG",0,7.502,9366.7887,7120000,5184000,"RS->SG"
"SE->SG",0,6.7074,9733.4909,9490000,5184000,"SE->SG"
"TH->SG",1,2.5328,1382.8485,65500000,5184000,"TH->SG"
"TW->SG",0,3.9606,3069.6355,23293593,5184000,"TW->SG"
"UA->SG",0,7.7949,8563.9964,45426000,5184000,"UA->SG"
"US->SG",1,5.71,15191.7833,3.17e+08,5184000,"US->SG"
"UY->SG",0,10.2296,15728.7755,3251000,5184000,"UY->SG"
"VE->SG",0,7.9766,18355.1586,27150000,5184000,"VE->SG"
"VN->SG",0,3.0837,1598.1206,87840000,5184000,"VN->SG"
"AL->TH",0,6.8381,8278.5293,2832000,65500000,"AL->TH"
"AR->TH",0,8.5517,16917.6461,40117000,65500000,"AR->TH"
"AT->TH",0,5.0652,8656.2744,8451860,65500000,"AT->TH"
"AU->TH",4,3.3362,6482.1362,22902000,65500000,"AU->TH"
"BD->TH",3,3.2535,1504.2055,142319000,65500000,"BD->TH"
"BG->TH",1,6.6477,7735.1535,7284000,65500000,"BG->TH"
"BO->TH",0,8.3685,18501.5573,10624000,65500000,"BO->TH"
"BR->TH",1,7.8902,16497.998,192400000,65500000,"BR->TH"
"BY->TH",0,7.0433,7676.0257,9460000,65500000,"BY->TH"
"CA->TH",0,6.7435,12878.1441,3.5e+07,65500000,"CA->TH"
"CH->TH",0,5.0638,9143.3473,7952000,65500000,"CH->TH"
"CL->TH",0,8.5776,17715.4897,17402000,65500000,"CL->TH"
"CN->TH",3,3.1441,2331.9076,1347350000,65500000,"CN->TH"
"CO->TH",0,7.4895,17621.6862,47015000,65500000,"CO->TH"
"DE->TH",0,4.2552,8921.5698,80500000,65500000,"DE->TH"
"DK->TH",0,4.6975,8798.2439,5580000,65500000,"DK->TH"
"EC->TH",0,7.5648,18729.8728,14483000,65500000,"EC->TH"
"ES->TH",0,6.287,10410.3347,46185000,65500000,"ES->TH"
"FI->TH",0,4.7265,7987.2564,5408000,65500000,"FI->TH"
"FJ->TH",0,5.1913,9113.7516,861000,65500000,"FJ->TH"
"FR->TH",0,5.0859,9512.7639,65350000,65500000,"FR->TH"
"GB->TH",0,4.3167,9676.4664,62262000,65500000,"GB->TH"
"GF->TH",0,6.7748,16415.0091,224000,65500000,"GF->TH"
"GR->TH",0,5.8013,7834.6747,10787000,65500000,"GR->TH"
"HK->TH",3,2.7019,1725.6561,7103000,65500000,"HK->TH"
"ID->TH",0,4.0353,2354.0289,237641000,65500000,"ID->TH"
"IN->TH",0,3.3673,2380.4882,1210570000,65500000,"IN->TH"
"IS->TH",0,6.7475,10178.1197,320000,65500000,"IS->TH"
"IT->TH",0,5.1754,8892.1464,59464000,65500000,"IT->TH"
"JP->TH",0,2.9346,4311.808,127300000,65500000,"JP->TH"
"KH->TH",0,1.983,417.6,13396000,65500000,"KH->TH"
"KR->TH",1,3.2651,3690.9943,48580000,65500000,"KR->TH"
"LA->TH",0,1.643,558.997,6256000,65500000,"LA->TH"
"LK->TH",0,3.573,2364.9716,20653000,65500000,"LK->TH"
"LV->TH",0,7.098,7960.0769,2070000,65500000,"LV->TH"
"MD->TH",0,7.8306,7542.1649,3560000,65500000,"MD->TH"
"MM->TH",0,1.568,905.741,47963000,65500000,"MM->TH"
"MY->TH",2,2.8918,1297.8976,30017000,65500000,"MY->TH"
"NL->TH",1,4.6978,9223.6846,16838000,65500000,"NL->TH"
"NO->TH",0,6.8148,8679.9392,5009000,65500000,"NO->TH"
"NP->TH",0,2.7842,2245.9901,26621000,65500000,"NP->TH"
"NZ->TH",2,4.6863,9603.6503,4434000,65500000,"NZ->TH"
"PE->TH",0,7.6525,19396.2661,30135000,65500000,"PE->TH"
"PH->TH",0,3.5312,2442.4097,92340000,65500000,"PH->TH"
"PT->TH",0,6.7631,11307.295,10487000,65500000,"PT->TH"
"PY->TH",0,9.7344,17374.0133,6382000,65500000,"PY->TH"
"RO->TH",0,7.2585,7892.4509,19043000,65500000,"RO->TH"
"RS->TH",0,7.2173,8183.7204,7120000,65500000,"RS->TH"
"SE->TH",0,5.1839,8396.1381,9490000,65500000,"SE->TH"
"SG->TH",2,2.5328,1382.8485,5184000,65500000,"SG->TH"
"TW->TH",0,3.0854,2400.1925,23293593,65500000,"TW->TH"
"UA->TH",0,5.6591,7321.1141,45426000,65500000,"UA->TH"
"US->TH",1,5.393,14056.3847,3.17e+08,65500000,"US->TH"
"UY->TH",0,9.9372,16626.3099,3251000,65500000,"UY->TH"
"VE->TH",0,7.6596,17042.2103,27150000,65500000,"VE->TH"
"VN->TH",0,2.7995,779.1554,87840000,65500000,"VN->TH"
"AL->TW",0,8.94,9121.8422,2832000,23293593,"AL->TW"
"AR->TW",1,6.5465,18311.8447,40117000,23293593,"AR->TW"
"AT->TW",0,6.9001,9218.0863,8451860,23293593,"AT->TW"
"AU->TW",0,4.9371,6249.8473,22902000,23293593,"AU->TW"
"BD->TW",0,5.9865,2963.1066,142319000,23293593,"BD->TW"
"BG->TW",0,8.7823,8564.2503,7284000,23293593,"BG->TW"
"BO->TW",0,6.3633,19028.0248,10624000,23293593,"BO->TW"
"BR->TW",0,5.885,18447.6325,192400000,23293593,"BR->TW"
"BY->TW",0,9.1779,8047.7868,9460000,23293593,"BY->TW"
"CA->TW",0,4.7383,11121.5801,3.5e+07,23293593,"CA->TW"
"CH->TW",0,7.3379,9672.7395,7952000,23293593,"CH->TW"
"CL->TW",0,6.5723,18517.1736,17402000,23293593,"CL->TW"
"CN->TW",6,3.5591,1198.0145,1347350000,23293593,"CN->TW"
"CO->TW",0,5.4843,16090.7058,47015000,23293593,"CO->TW"
"DE->TW",0,6.3898,9307.2482,80500000,23293593,"DE->TW"
"DK->TW",0,7.6912,8984.426,5580000,23293593,"DK->TW"
"EC->TW",0,5.5596,16778.7243,14483000,23293593,"EC->TW"
"ES->TW",0,7.9055,11088.9626,46185000,23293593,"ES->TW"
"FI->TW",0,7.2149,7961.2719,5408000,23293593,"FI->TW"
"FJ->TW",0,6.1722,7718.1826,861000,23293593,"FJ->TW"
"FR->TW",0,6.4767,10042.7345,65350000,23293593,"FR->TW"
"GB->TW",0,5.9353,9862.9402,62262000,23293593,"GB->TW"
"GF->TW",0,8.1655,16740.3981,224000,23293593,"GF->TW"
"GR->TW",0,8.2705,8844.0565,10787000,23293593,"GR->TW"
"HK->TW",0,1.8154,697.9277,7103000,23293593,"HK->TW"
"ID->TW",0,3.6309,3103.9902,237641000,23293593,"ID->TW"
"IN->TW",0,6.0664,4220.0465,1210570000,23293593,"IN->TW"
"IS->TW",0,5.8454,9739.7465,320000,23293593,"IS->TW"
"IT->TW",0,7.2773,9624.178,59464000,23293593,"IT->TW"
"JP->TW",1,2.3898,1981.4904,127300000,23293593,"JP->TW"
"KH->TW",0,3.7393,2122.9175,13396000,23293593,"KH->TW"
"KR->TW",1,3.35,1496.0245,48580000,23293593,"KR->TW"
"LA->TW",0,3.6314,1973.312,6256000,23293593,"LA->TW"
"LK->TW",0,6.6584,4708.5109,20653000,23293593,"LK->TW"
"LV->TW",0,8.7411,8189.6322,2070000,23293593,"LV->TW"
"MD->TW",0,9.9752,8214.116,3560000,23293593,"MD->TW"
"MM->TW",0,4.0972,2557.6002,47963000,23293593,"MM->TW"
"MY->TW",0,3.8461,2536.4202,30017000,23293593,"MY->TW"
"NL->TW",0,6.5083,9541.5695,16838000,23293593,"NL->TW"
"NO->TW",0,8.6062,8590.9335,5009000,23293593,"NO->TW"
"NP->TW",0,5.8696,3534.5037,26621000,23293593,"NP->TW"
"NZ->TW",0,5.7306,9063.8426,4434000,23293593,"NZ->TW"
"PE->TW",0,5.6473,17766.1042,30135000,23293593,"PE->TW"
"PH->TW",0,3.6103,1520.9992,92340000,23293593,"PH->TW"
"PT->TW",0,7.9716,11797.8327,10487000,23293593,"PT->TW"
"PY->TW",0,7.7292,19768.7405,6382000,23293593,"PY->TW"
"RO->TW",0,9.3932,8606.7082,19043000,23293593,"RO->TW"
"RS->TW",0,9.0304,8945.1363,7120000,23293593,"RS->TW"
"SE->TW",0,8.0025,8470.3441,9490000,23293593,"SE->TW"
"SG->TW",0,3.9606,3069.6355,5184000,23293593,"SG->TW"
"TH->TW",0,3.0854,2400.1925,65500000,23293593,"TH->TW"
"UA->TW",0,8.441,7955.2054,45426000,23293593,"UA->TW"
"US->TW",1,3.3878,12165.4126,3.17e+08,23293593,"US->TW"
"UY->TW",0,7.932,18734.3326,3251000,23293593,"UY->TW"
"VE->TW",0,5.6544,16176.6038,27150000,23293593,"VE->TW"
"VN->TW",0,2.6127,1658.6436,87840000,23293593,"VN->TW"
"AL->UA",0,6.0268,1218.1534,2832000,45426000,"AL->UA"
"AR->UA",0,8.2119,13569.0019,40117000,45426000,"AR->UA"
"AT->UA",0,3.4237,1336.5757,8451860,45426000,"AT->UA"
"AU->UA",1,8.5639,13801.2726,22902000,45426000,"AU->UA"
"BD->UA",2,7.8646,5821.3412,142319000,45426000,"BD->UA"
"BG->UA",0,5.5845,733.4318,7284000,45426000,"BG->UA"
"BO->UA",0,8.0288,11999.7249,10624000,45426000,"BO->UA"
"BR->UA",0,7.0073,10543.4605,192400000,45426000,"BR->UA"
"BY->UA",0,4.6711,709.513,9460000,45426000,"BY->UA"
"CA->UA",0,6.1678,8131.8982,3.5e+07,45426000,"CA->UA"
"CH->UA",0,5.1708,1823.3448,7952000,45426000,"CH->UA"
"CL->UA",0,8.2378,13568.0604,17402000,45426000,"CL->UA"
"CN->UA",0,5.9913,6758.0377,1347350000,45426000,"CN->UA"
"CO->UA",0,7.1497,10630.7933,47015000,45426000,"CO->UA"
"DE->UA",0,3.2551,1639.9843,80500000,45426000,"DE->UA"
"DK->UA",0,6.2333,1730.3883,5580000,45426000,"DK->UA"
"EC->UA",0,7.225,11710.8362,14483000,45426000,"EC->UA"
"ES->UA",0,5.2488,3167.651,46185000,45426000,"ES->UA"
"FI->UA",0,5.8964,1710.9994,5408000,45426000,"FI->UA"
"FJ->UA",0,7.8377,15424.3043,861000,45426000,"FJ->UA"
"FR->UA",0,4.3682,2195.6379,65350000,45426000,"FR->UA"
"GB->UA",0,4.3656,2472.1854,62262000,45426000,"GB->UA"
"GF->UA",0,6.057,9196.7178,224000,45426000,"GF->UA"
"GR->UA",0,5.185,1238.9054,10787000,45426000,"GR->UA"
"HK->UA",0,7.8637,7596.6201,7103000,45426000,"HK->UA"
"ID->UA",0,9.6179,9670.4293,237641000,45426000,"ID->UA"
"IN->UA",0,5.8368,5199.4972,1210570000,45426000,"IN->UA"
"IS->UA",0,6.7251,3679.776,320000,45426000,"IS->UA"
"IT->UA",0,4.3641,1669.6418,59464000,45426000,"IT->UA"
"JP->UA",0,7.1971,8024.4515,127300000,45426000,"JP->UA"
"KH->UA",0,7.6421,7667.9411,13396000,45426000,"KH->UA"
"KR->UA",0,6.6616,7533.6511,48580000,45426000,"KR->UA"
"LA->UA",0,7.3021,7095.3103,6256000,45426000,"LA->UA"
"LK->UA",0,7.7174,6387.6915,20653000,45426000,"LK->UA"
"LV->UA",0,3.8299,1128.2949,2070000,45426000,"LV->UA"
"MD->UA",0,4.5774,263.6253,3560000,45426000,"MD->UA"
"MM->UA",0,7.2272,6433.2479,47963000,45426000,"MM->UA"
"MY->UA",0,8.2676,8617.9822,30017000,45426000,"MY->UA"
"NL->UA",0,4.3508,1963.0606,16838000,45426000,"NL->UA"
"NO->UA",0,6.5402,2123.5282,5009000,45426000,"NO->UA"
"NP->UA",0,7.8382,5075.3377,26621000,45426000,"NP->UA"
"NZ->UA",0,8.405,16907.8396,4434000,45426000,"NZ->UA"
"PE->UA",0,7.3127,12083.458,30135000,45426000,"PE->UA"
"PH->UA",0,9.0106,9213.7367,92340000,45426000,"PH->UA"
"PT->UA",0,5.379,4002.2713,10487000,45426000,"PT->UA"
"PY->UA",0,8.8515,12034.5236,6382000,45426000,"PY->UA"
"RO->UA",1,5.9896,657.5644,19043000,45426000,"RO->UA"
"RS->UA",0,6.2173,1002.0944,7120000,45426000,"RS->UA"
"SE->UA",0,6.0314,1653.6966,9490000,45426000,"SE->UA"
"SG->UA",0,7.7949,8563.9964,5184000,45426000,"SG->UA"
"TH->UA",0,5.6591,7321.1141,65500000,45426000,"TH->UA"
"TW->UA",0,8.441,7955.2054,23293593,45426000,"TW->UA"
"US->UA",0,5.0533,9137.8425,3.17e+08,45426000,"US->UA"
"UY->UA",0,9.2907,12642.3412,3251000,45426000,"UY->UA"
"VE->UA",0,7.3199,9791.2871,27150000,45426000,"VE->UA"
"VN->UA",0,7.1674,7677.1184,87840000,45426000,"VN->UA"
"AL->US",0,5.5522,9019.2141,2832000,3.17e+08,"AL->US"
"AR->US",7,3.1587,9044.1375,40117000,3.17e+08,"AR->US"
"AT->US",1,5.062,8237.7816,8451860,3.17e+08,"AT->US"
"AU->US",8,3.5106,14522.9041,22902000,3.17e+08,"AU->US"
"BD->US",1,7.0432,13114.5623,142319000,3.17e+08,"BD->US"
"BG->US",0,5.5455,9281.6646,7284000,3.17e+08,"BG->US"
"BO->US",0,2.9755,6891.1664,10624000,3.17e+08,"BO->US"
"BR->US",5,2.4972,7907.258,192400000,3.17e+08,"BR->US"
"BY->US",0,5.9411,8460.1767,9460000,3.17e+08,"BY->US"
"CA->US",1,1.3505,1229.1707,3.5e+07,3.17e+08,"CA->US"
"CH->US",0,3.9501,7904.6031,7952000,3.17e+08,"CH->US"
"CL->US",0,3.1845,8264.7967,17402000,3.17e+08,"CL->US"
"CN->US",7,4.1717,11767.1552,1347350000,3.17e+08,"CN->US"
"CO->US",0,2.0965,3927.1906,47015000,3.17e+08,"CO->US"
"DE->US",0,3.153,7743.2905,80500000,3.17e+08,"DE->US"
"DK->US",0,4.3034,7442.7656,5580000,3.17e+08,"DK->US"
"EC->US",0,2.1718,4743.8907,14483000,3.17e+08,"EC->US"
"ES->US",0,4.5177,7580.829,46185000,3.17e+08,"ES->US"
"FI->US",0,5.1081,7608.8623,5408000,3.17e+08,"FI->US"
"FJ->US",0,2.7845,10951.9073,861000,3.17e+08,"FJ->US"
"FR->US",1,3.2663,7708.1687,65350000,3.17e+08,"FR->US"
"GB->US",5,2.5475,6928.3089,62262000,3.17e+08,"GB->US"
"GF->US",0,4.9552,5727.4302,224000,3.17e+08,"GF->US"
"GR->US",0,4.8827,9608.3859,10787000,3.17e+08,"GR->US"
"HK->US",6,3.9945,12628.5264,7103000,3.17e+08,"HK->US"
"ID->US",0,5.963,15128.7916,237641000,3.17e+08,"ID->US"
"IN->US",3,5.5792,13468.2998,1210570000,3.17e+08,"IN->US"
"IS->US",0,2.4577,5460.8496,320000,3.17e+08,"IS->US"
"IT->US",0,3.8895,8458.8129,59464000,3.17e+08,"IT->US"
"JP->US",4,2.4584,10244.2023,127300000,3.17e+08,"JP->US"
"KH->US",0,7.1271,14023.1155,13396000,3.17e+08,"KH->US"
"KR->US",0,3.3266,10671.3432,48580000,3.17e+08,"KR->US"
"LA->US",0,7.0192,13500.4777,6256000,3.17e+08,"LA->US"
"LK->US",0,6.6144,14965.391,20653000,3.17e+08,"LK->US"
"LV->US",0,5.3533,8040.0793,2070000,3.17e+08,"LV->US"
"MD->US",0,6.7384,9081.0653,3560000,3.17e+08,"MD->US"
"MM->US",0,6.961,13425.8379,47963000,3.17e+08,"MM->US"
"MY->US",2,6.4641,14694.8092,30017000,3.17e+08,"MY->US"
"NL->US",1,3.1205,7439.9102,16838000,3.17e+08,"NL->US"
"NO->US",0,5.2184,7041.8415,5009000,3.17e+08,"NO->US"
"NP->US",1,7.5806,12703.6481,26621000,3.17e+08,"NP->US"
"NZ->US",2,3.3518,12747.0467,4434000,3.17e+08,"NZ->US"
"PE->US",0,2.2595,5755.2281,30135000,3.17e+08,"PE->US"
"PH->US",0,3.9573,13312.6309,92340000,3.17e+08,"PH->US"
"PT->US",0,4.5838,6764.1901,10487000,3.17e+08,"PT->US"
"PY->US",0,4.3414,8088.6045,6382000,3.17e+08,"PY->US"
"RO->US",0,6.1563,8965.4436,19043000,3.17e+08,"RO->US"
"RS->US",0,5.6426,8899.9554,7120000,3.17e+08,"RS->US"
"SE->US",0,4.6147,7499.3282,9490000,3.17e+08,"SE->US"
"SG->US",2,5.71,15191.7833,5184000,3.17e+08,"SG->US"
"TH->US",1,5.393,14056.3847,65500000,3.17e+08,"TH->US"
"TW->US",0,3.3878,12165.4126,23293593,3.17e+08,"TW->US"
"UA->US",0,5.0533,9137.8425,45426000,3.17e+08,"UA->US"
"UY->US",0,4.5442,9111.1084,3251000,3.17e+08,"UY->US"
"VE->US",0,2.2666,4275.7811,27150000,3.17e+08,"VE->US"
"VN->US",0,5.7203,13608.7267,87840000,3.17e+08,"VN->US"
"AL->UY",0,7.5003,11430.5441,2832000,3251000,"AL->UY"
"AR->UY",2,1.3855,971.7584,40117000,3251000,"AR->UY"
"AT->UY",0,8.2056,11480.4146,8451860,3251000,"AT->UY"
"AU->UY",0,8.0548,12764.0196,22902000,3251000,"AU->UY"
"BD->UY",0,10.9649,16588.8282,142319000,3251000,"BD->UY"
"BG->UY",0,8.4281,11966.2937,7284000,3251000,"BG->UY"
"BO->UY",0,4.1414,2220.1126,10624000,3251000,"BO->UY"
"BR->UY",0,2.2834,2244.9237,192400000,3251000,"BR->UY"
"BY->UY",0,8.8237,12682.2575,9460000,3251000,"BY->UY"
"CA->UY",0,5.8947,10176.6004,3.5e+07,3251000,"CA->UY"
"CH->UY",0,7.653,11062.2839,7952000,3251000,"CH->UY"
"CL->UY",0,3.0538,1470.6222,17402000,3251000,"CL->UY"
"CN->UY",0,8.7159,18793.621,1347350000,3251000,"CN->UY"
"CO->UY",0,5.8129,5196.2944,47015000,3251000,"CO->UY"
"DE->UY",0,6.0356,11476.8943,80500000,3251000,"DE->UY"
"DK->UY",0,8.2825,11872.2692,5580000,3251000,"DK->UY"
"EC->UY",0,6.716,4424.0394,14483000,3251000,"EC->UY"
"ES->UY",0,4.4989,9639.9324,46185000,3251000,"ES->UY"
"FI->UY",0,8.5487,12939.1234,5408000,3251000,"FI->UY"
"FJ->UY",0,7.3287,11930.2436,861000,3251000,"FJ->UY"
"FR->UY",0,5.8509,10708.7105,65350000,3251000,"FR->UY"
"GB->UY",0,6.4692,11029.547,62262000,3251000,"GB->UY"
"GF->UY",0,5.8939,4426.7446,224000,3251000,"GF->UY"
"GR->UY",0,8.2021,11603.6337,10787000,3251000,"GR->UY"
"HK->UY",1,8.5387,18281.952,7103000,3251000,"HK->UY"
"ID->UY",0,10.5072,15631.0187,237641000,3251000,"ID->UY"
"IN->UY",0,9.7452,15362.5018,1210570000,3251000,"IN->UY"
"IS->UY",0,7.0019,11369.2496,320000,3251000,"IS->UY"
"IT->UY",0,5.8376,11010.4822,59464000,3251000,"IT->UY"
"JP->UY",0,7.0026,18995.4388,127300000,3251000,"JP->UY"
"KH->UY",0,11.6713,16805.1136,13396000,3251000,"KH->UY"
"KR->UY",0,7.8708,19704.722,48580000,3251000,"KR->UY"
"LA->UY",0,11.5634,17150.0832,6256000,3251000,"LA->UY"
"LK->UY",0,10.4978,14525.0704,20653000,3251000,"LK->UY"
"LV->UY",0,8.8784,12612.2517,2070000,3251000,"LV->UY"
"MD->UY",0,8.9331,12378.717,3560000,3251000,"MD->UY"
"MM->UY",0,11.5053,16784.7037,47963000,3251000,"MM->UY"
"MY->UY",0,9.9055,16235.1095,30017000,3251000,"MY->UY"
"NL->UY",0,7.3973,11282.6723,16838000,3251000,"NL->UY"
"NO->UY",0,8.2074,12360.8253,5009000,3251000,"NO->UY"
"NP->UY",0,11.7466,16238.9276,26621000,3251000,"NP->UY"
"NZ->UY",0,6.7092,10190.4995,4434000,3251000,"NZ->UY"
"PE->UY",0,4.43,3407.8575,30135000,3251000,"PE->UY"
"PH->UY",0,8.5016,17287.4268,92340000,3251000,"PH->UY"
"PT->UY",0,5.2986,9047.1546,10487000,3251000,"PT->UY"
"PY->UY",0,3.5198,1090.1907,6382000,3251000,"PY->UY"
"RO->UY",0,8.1566,11985.7497,19043000,3251000,"RO->UY"
"RS->UY",0,8.9977,11640.7966,7120000,3251000,"RS->UY"
"SE->UY",0,8.3649,12411.0709,9490000,3251000,"SE->UY"
"SG->UY",0,10.2296,15728.7755,5184000,3251000,"SG->UY"
"TH->UY",0,9.9372,16626.3099,65500000,3251000,"TH->UY"
"TW->UY",0,7.932,18734.3326,23293593,3251000,"TW->UY"
"UA->UY",0,9.2907,12642.3412,45426000,3251000,"UA->UY"
"US->UY",0,4.5442,9111.1084,3.17e+08,3251000,"US->UY"
"VE->UY",0,6.7839,5127.0731,27150000,3251000,"VE->UY"
"VN->UY",0,10.2645,17260.1605,87840000,3251000,"VN->UY"
"AL->VE",0,6.2463,8941.7556,2832000,27150000,"AL->VE"
"AR->VE",0,5.4253,5384.826,40117000,27150000,"AR->VE"
"AT->VE",0,6.5365,8470.3857,8451860,27150000,"AT->VE"
"AU->VE",0,5.7772,16365.7236,22902000,27150000,"AU->VE"
"BD->VE",1,9.3098,15551.2928,142319000,27150000,"BD->VE"
"BG->VE",0,6.759,9457.0273,7284000,27150000,"BG->VE"
"BO->VE",0,4.2304,3030.9845,10624000,27150000,"BO->VE"
"BR->VE",0,4.5005,3632.6964,192400000,27150000,"BR->VE"
"BY->VE",0,7.1546,9388.05,9460000,27150000,"BY->VE"
